編號,成語,注音,漢語拼音
3929.0,翔龍舞鳳,ㄒㄧㄤˊ　ㄌㄨㄥˊ　ㄨˇ　ㄈㄥˋ,xiáng lóng wǔ fèng
3930.0,筆誅口伐,ㄅㄧˇ　ㄓㄨ　ㄎㄡˇ　ㄈㄚ,bǐ zhū kǒu fā
3931.0,筆力透背,ㄅㄧˇ　ㄌㄧˋ　ㄊㄡˋ　ㄅㄟˋ,bǐ lì tòu bèi
3932.0,眾怨之的,ㄓㄨㄥˋ　ㄩㄢˋ　ㄓ　ㄉㄧˋ,zhòng yuàn zhī dì
3933.0,笑裡刀,ㄒㄧㄠˋ　ㄌㄧˇ　ㄉㄠ,xiào lǐ dāo
3934.0,笑中有刀,ㄒㄧㄠˋ　ㄓㄨㄥ　ㄧㄡˇ　ㄉㄠ,xiào zhōng yǒu dāo
3935.0,箕裘之紹,ㄐㄧ　ㄑㄧㄡˊ　ㄓ　ㄕㄠˋ,jī qiú zhī shào
3936.0,箕裘不墜,ㄐㄧ　ㄑㄧㄡˊ　ㄅㄨˋ　ㄓㄨㄟˋ　（變）　ㄐㄧ　ㄑㄧㄡˊ　ㄅㄨˊ　ㄓㄨㄟˋ,jī qiú bù zhuì （變） jī qiú bú zhuì
3937.0,銷難解紛,ㄒㄧㄠ　ㄋㄢˋ　ㄐㄧㄝˇ　ㄈㄣ,xiāo nàn jiě fēn
3938.0,眾望所屬,ㄓㄨㄥˋ　ㄨㄤˋ　ㄙㄨㄛˇ　ㄕㄨˇ,zhòng wàng suǒ shǔ
3939.0,小水長流,ㄒㄧㄠˇ　ㄕㄨㄟˇ　ㄔㄤˊ　ㄌㄧㄡˊ,xiǎo shuǐ cháng liú
3940.0,小試牛刀,ㄒㄧㄠˇ　ㄕˋ　ㄋㄧㄡˊ　ㄉㄠ,xiǎo shì niú dāo
3941.0,眾望所集,ㄓㄨㄥˋ　ㄨㄤˋ　ㄙㄨㄛˇ　ㄐㄧˊ,zhòng wàng suǒ jí
3942.0,銀花火樹,ㄧㄣˊ　ㄏㄨㄚ　ㄏㄨㄛˇ　ㄕㄨˋ,yín huā huǒ shù
3943.0,驚波駭浪,ㄐㄧㄥ　ㄅㄛ　ㄏㄞˋ　ㄌㄤˋ,jīng bō hài làng
3944.0,眾口銷金,ㄓㄨㄥˋ　ㄎㄡˇ　ㄒㄧㄠ　ㄐㄧㄣ,zhòng kǒu xiāo jīn
3945.0,驚人一鳴,ㄐㄧㄥ　ㄖㄣˊ　ㄧ　ㄇㄧㄥˊ　（變）　ㄐㄧㄥ　ㄖㄣˊ　ㄧˋ　ㄇㄧㄥˊ,jīng rén yī míng （變） jīng rén yì míng
3946.0,堂皇冠冕,ㄊㄤˊ　ㄏㄨㄤˊ　ㄍㄨㄢ　ㄇㄧㄢˇ,táng huáng guān miǎn
3947.0,當仁不遜,ㄉㄤ　ㄖㄣˊ　ㄅㄨˋ　ㄒㄩㄣˋ　（變）　ㄉㄤ　ㄖㄣˊ　ㄅㄨˊ　ㄒㄩㄣˋ,dāng rén bù xùn （變） dāng rén bú xùn
3948.0,當務為急,ㄉㄤ　ㄨˋ　ㄨㄟˊ　ㄐㄧˊ,dāng wù wéi jí
3949.0,銷患未然,ㄒㄧㄠ　ㄏㄨㄢˋ　ㄨㄟˋ　ㄖㄢˊ,xiāo huàn wèi rán
3950.0,半籌不展,ㄅㄢˋ　ㄔㄡˊ　ㄅㄨˋ　ㄓㄢˇ,bàn chóu bù zhǎn
3951.0,半疑半信,ㄅㄢˋ　ㄧˊ　ㄅㄢˋ　ㄒㄧㄣˋ,bàn yí bàn xìn
3952.0,半文不值,ㄅㄢˋ　ㄨㄣˊ　ㄅㄨˋ　ㄓˊ,bàn wén bù zhí
3953.0,尚氣凌人,ㄕㄤˋ　ㄑㄧˋ　ㄌㄧㄥˊ　ㄖㄣˊ,shàng qì líng rén
3954.0,恬不為恥,ㄊㄧㄢˊ　ㄅㄨˋ　ㄨㄟˋ　ㄔˇ　（變）　ㄊㄧㄢˊ　ㄅㄨˊ　ㄨㄟˋ　ㄔˇ,tián bù wèi chǐ （變） tián bú wèi chǐ
3955.0,恬不知愧,ㄊㄧㄢˊ　ㄅㄨˋ　ㄓ　ㄎㄨㄟˋ,tián bù zhī kuì
3956.0,懷才不偶,ㄏㄨㄞˊ　ㄘㄞˊ　ㄅㄨˋ　ㄡˇ,huái cái bù ǒu
3957.0,省事寧人,ㄕㄥˇ　ㄕˋ　ㄋㄧㄥˊ　ㄖㄣˊ,shěng shì níng rén
3958.0,憂天憫人,ㄧㄡ　ㄊㄧㄢ　ㄇㄧㄣˇ　ㄖㄣˊ,yōu tiān mǐn rén
3959.0,卷不輟手,ㄐㄩㄢˋ　ㄅㄨˋ　ㄔㄨㄛˋ　ㄕㄡˇ　（變）　ㄐㄩㄢˋ　ㄅㄨˊ　ㄔㄨㄛˋ　ㄕㄡˇ,juàn bù chuò shǒu （變） juàn bú chuò shǒu 
3960.0,舉隅反三,ㄐㄩˇ　ㄩˊ　ㄈㄢˇ　ㄙㄢ,jǔ yú fǎn sān
3961.0,賞心愜目,ㄕㄤˇ　ㄒㄧㄣ　ㄑㄧㄝˋ　ㄇㄨˋ,shǎng xīn qiè mù
3962.0,半步不離,ㄅㄢˋ　ㄅㄨˋ　ㄅㄨˋ　ㄌㄧˊ,bàn bù bù lí
3963.0,舉綱持領,ㄐㄩˇ　ㄍㄤ　ㄔˊ　ㄌㄧㄥˇ,jǔ gāng chí lǐng
3964.0,恃才驕物,ㄕˋ　ㄘㄞˊ　ㄐㄧㄠ　ㄨˋ,shì cái jiāo wù
3965.0,半就半推,ㄅㄢˋ　ㄐㄧㄡˋ　ㄅㄢˋ　ㄊㄨㄟ,bàn jiù bàn tuī
3966.0,恃才凌物,ㄕˋ　ㄘㄞˊ　ㄌㄧㄥˊ　ㄨˋ,shì cái líng wù
3967.0,驚魂動魄,ㄐㄧㄥ　ㄏㄨㄣˊ　ㄉㄨㄥˋ　ㄆㄛˋ,jīng hún dòng pò
3968.0,豢虎貽殃,ㄏㄨㄢˋ　ㄏㄨˇ　ㄧˊ　ㄧㄤ,huàn hǔ yí yāng
3969.0,尖言冷語,ㄐㄧㄢ　ㄧㄢˊ　ㄌㄥˇ　ㄩˇ,jiān yán lěng yǔ
3970.0,燎如觀火,ㄌㄧㄠˊ　ㄖㄨˊ　ㄍㄨㄢ　ㄏㄨㄛˇ,liáo rú guān huǒ
3971.0,情不自任,ㄑㄧㄥˊ　ㄅㄨˋ　ㄗˋ　ㄖㄣˋ　（變）　ㄑㄧㄥˊ　ㄅㄨˊ　ㄗˋ　ㄖㄣˋ,qíng bù zì rèn （變） qíng bú zì rèn
3972.0,情親意合,ㄑㄧㄥˊ　ㄑㄧㄣ　ㄧˋ　ㄏㄜˊ,qíng qīn yì hé
3973.0,情不自持,ㄑㄧㄥˊ　ㄅㄨˋ　ㄗˋ　ㄔˊ,qíng bù zì chí
3974.0,情投氣合,ㄑㄧㄥˊ　ㄊㄡˊ　ㄑㄧˋ　ㄏㄜˊ,qíng tóu qì hé
3975.0,情不可抑,ㄑㄧㄥˊ　ㄅㄨˋ　ㄎㄜˇ　ㄧˋ,qíng bù kě yì
3976.0,驚喜過望,ㄐㄧㄥ　ㄒㄧˇ　ㄍㄨㄛˋ　ㄨㄤˋ,jīng xǐ guò wàng
3977.0,精心孤詣,ㄐㄧㄥ　ㄒㄧㄣ　ㄍㄨ　ㄧˋ,jīng xīn gū yì
3978.0,當場作戲,ㄉㄤ　ㄔㄤˇ　ㄗㄨㄛˋ　ㄒㄧˋ,dāng chǎng zuò xì
3979.0,快口直腸,ㄎㄨㄞˋ　ㄎㄡˇ　ㄓˊ　ㄔㄤˊ,kuài kǒu zhí cháng
3980.0,精思熟慮,ㄐㄧㄥ　ㄙ　ㄕㄡˊ　ㄌㄩˋ,jīng sī shóu lǜ
3981.0,恂恂善導,ㄒㄩㄣˊ　ㄒㄩㄣˊ　ㄕㄢˋ　ㄉㄠˇ,xún xún shàn dǎo
3982.0,怪事咄咄,ㄍㄨㄞˋ　ㄕˋ　ㄉㄨㄛˋ　ㄉㄨㄛˋ,guài shì duò duò
3983.0,煙火連天,ㄧㄢ　ㄏㄨㄛˇ　ㄌㄧㄢˊ　ㄊㄧㄢ,yān huǒ lián tiān
3984.0,慣作非為,ㄍㄨㄢˋ　ㄗㄨㄛˋ　ㄈㄟ　ㄨㄟˊ,guàn zuò fēi wéi
3985.0,愎過自用,ㄅㄧˋ　ㄍㄨㄛˋ　ㄗˋ　ㄩㄥˋ,bì guò zì yòng
3986.0,燃死灰,ㄖㄢˊ　ㄙˇ　ㄏㄨㄟ,rán sǐ huī
3987.0,炊瓊爇桂,ㄔㄨㄟ　ㄑㄩㄥˊ　ㄖㄜˋ　ㄍㄨㄟˋ,chuī qióng rè guì
3988.0,粗識之無,ㄘㄨ　ㄕˋ　ㄓ　ㄨˊ,cū shì zhī wú
3989.0,爛漫天真,ㄌㄢˋ　ㄇㄢˋ　ㄊㄧㄢ　ㄓㄣ,làn màn tiān zhēn
3990.0,覺我形穢,ㄐㄩㄝˊ　ㄨㄛˇ　ㄒㄧㄥˊ　ㄏㄨㄟˋ,jué wǒ xíng huì 
3991.0,恬不知羞,ㄊㄧㄢˊ　ㄅㄨˋ　ㄓ　ㄒㄧㄡ,tián bù zhī xiū
3992.0,悅目賞心,ㄩㄝˋ　ㄇㄨˋ　ㄕㄤˇ　ㄒㄧㄣ,yuè mù shǎng xīn
3993.0,一木難扶,ㄧ　ㄇㄨˋ　ㄋㄢˊ　ㄈㄨˊ　（變）　ㄧˊ　ㄇㄨˋ　ㄋㄢˊ　ㄈㄨˊ,yī mù nán fú （變） yí mù nán fú
3994.0,一長半短,ㄧ　ㄔㄤˊ　ㄅㄢˋ　ㄉㄨㄢˇ　（變）　ㄧˋ　ㄔㄤˊ　ㄅㄢˋ　ㄉㄨㄢˇ,yī cháng bàn duǎn （變） yì cháng bàn duǎn
3995.0,憤世疾惡,ㄈㄣˋ　ㄕˋ　ㄐㄧˊ　ㄜˋ,fèn shì jí è
3996.0,憤氣填胸,ㄈㄣˋ　ㄑㄧˋ　ㄊㄧㄢˊ　ㄒㄩㄥ,fèn qì tián xiōng
3997.0,一貌傾城,ㄧ　ㄇㄠˋ　ㄑㄧㄥ　ㄔㄥˊ　（變）　ㄧˊ　ㄇㄠˋ　ㄑㄧㄥ　ㄔㄥˊ,yī mào qīng chéng （變） yí mào qīng chéng
3998.0,恰中下懷,ㄑㄧㄚˋ　ㄓㄨㄥˋ　ㄒㄧㄚˋ　ㄏㄨㄞˊ,qià zhòng xià huái
3999.0,一顧傾人,ㄧ　ㄍㄨˋ　ㄑㄧㄥ　ㄖㄣˊ　（變）　ㄧˊ　ㄍㄨˋ　ㄑㄧㄥ　ㄖㄣˊ,yī gù qīng rén （變） yí gù qīng rén
4000.0,一念之錯,ㄧ　ㄋㄧㄢˋ　ㄓ　ㄘㄨㄛˋ　（變）　ㄧˊ　ㄋㄧㄢˋ　ㄓ　ㄘㄨㄛˋ,yī niàn zhī cuò （變） yí niàn zhī cuò
4001.0,當車螳臂,ㄉㄤ　ㄔㄜ　ㄊㄤˊ　ㄅㄧˋ,dāng chē táng bì
4002.0,悄不聞鴉,ㄑㄧㄠˇ　ㄅㄨˋ　ㄨㄣˊ　ㄧㄚ,qiǎo bù wén yā
4003.0,一無忌憚,ㄧ　ㄨˊ　ㄐㄧˋ　ㄉㄢˋ　（變）　ㄧˋ　ㄨˊ　ㄐㄧˋ　ㄉㄢˋ,yī wú jì dàn （變） yì wú jì dàn
4004.0,七孔生煙,ㄑㄧ　ㄎㄨㄥˇ　ㄕㄥ　ㄧㄢ,qī kǒng shēng yān
4005.0,力敵勢均,ㄌㄧˋ　ㄉㄧˊ　ㄕˋ　ㄐㄩㄣ,lì dí shì jūn
4006.0,十拿十穩,ㄕˊ　ㄋㄚˊ　ㄕˊ　ㄨㄣˇ,shí ná shí wěn
4007.0,萬緒千端,ㄨㄢˋ　ㄒㄩˋ　ㄑㄧㄢ　ㄉㄨㄢ,wàn xù qiān duān
4008.0,三窟狡兔,ㄙㄢ　ㄎㄨ　ㄐㄧㄠˇ　ㄊㄨˋ,sān kū jiǎo tù
4009.0,萬象包羅,ㄨㄢˋ　ㄒㄧㄤˋ　ㄅㄠ　ㄌㄨㄛˊ,wàn xiàng bāo luó
4010.0,入不支出,ㄖㄨˋ　ㄅㄨˋ　ㄓ　ㄔㄨ,rù bù zhī chū
4011.0,義不反顧,ㄧˋ　ㄅㄨˋ　ㄈㄢˇ　ㄍㄨˋ,yì bù fǎn gù
4012.0,義憤填胸,ㄧˋ　ㄈㄣˋ　ㄊㄧㄢˊ　ㄒㄩㄥ,yì fèn tián xiōng
4013.0,門庭如市,ㄇㄣˊ　ㄊㄧㄥˊ　ㄖㄨˊ　ㄕˋ,mén tíng rú shì
4014.0,廣眾大庭,ㄍㄨㄤˇ　ㄓㄨㄥˋ　ㄉㄚˋ　ㄊㄧㄥˊ,guǎng zhòng dà tíng
4015.0,千載一逢,ㄑㄧㄢ　ㄗㄞˇ　ㄧ　ㄈㄥˊ　（變）　ㄑㄧㄢ　ㄗㄞˇ　ㄧˋ　ㄈㄥˊ,qiān zǎi yī féng （變） qiān zǎi yì féng
4016.0,木形灰心,ㄇㄨˋ　ㄒㄧㄥˊ　ㄏㄨㄟ　ㄒㄧㄣ,mù xíng huī xīn
4017.0,木猴而冠,ㄇㄨˋ　ㄏㄡˊ　ㄦˊ　ㄍㄨㄢˋ,mù hóu ér guàn
4018.0,瓦釜之鳴,ㄨㄚˇ　ㄈㄨˇ　ㄓ　ㄇㄧㄥˊ,wǎ fǔ zhī míng
4019.0,天姿國色,ㄊㄧㄢ　ㄗ　ㄍㄨㄛˊ　ㄙㄜˋ,tiān zī guó sè
4020.0,天涯咫尺,ㄊㄧㄢ　ㄧㄚˊ　ㄓˇ　ㄔˇ,tiān yá zhǐ chǐ
4021.0,無以自容,ㄨˊ　ㄧˇ　ㄗˋ　ㄖㄨㄥˊ,wú yǐ zì róng
4022.0,無如之何,ㄨˊ　ㄖㄨˊ　ㄓ　ㄏㄜˊ,wú rú zhī hé
4023.0,不達時務,ㄅㄨˋ　ㄉㄚˊ　ㄕˊ　ㄨˋ,bù dá shí wù
4024.0,不時之須,ㄅㄨˋ　ㄕˊ　ㄓ　ㄒㄩ,bù shí zhī xū
4025.0,中流底柱,ㄓㄨㄥ　ㄌㄧㄡˊ　ㄉㄧˇ　ㄓㄨˋ,zhōng liú dǐ zhù
4026.0,不入虎穴，不得虎子,ㄅㄨˋ　ㄖㄨˋ　ㄏㄨˇ　ㄒㄩㄝˋ　ㄅㄨˋ　ㄉㄜˊ　ㄏㄨˇ　ㄗˇ　（變）　ㄅㄨˊ　ㄖㄨˋ　ㄏㄨˇ　ㄒㄩㄝˋ　ㄅㄨˋ　ㄉㄜˊ　ㄏㄨˇ　ㄗˇ,bù rù hǔ xuè bù dé hǔ zǐ （變） bú rù hǔ xuè bù dé hǔ zǐ
4027.0,飛鴻印雪,ㄈㄟ　ㄏㄨㄥˊ　ㄧㄣˋ　ㄒㄩㄝˇ,fēi hóng yìn xuě
4028.0,天真爛熳,ㄊㄧㄢ　ㄓㄣ　ㄌㄢˋ　ㄇㄢˋ,tiān zhēn làn màn 
4029.0,止渴思梅,ㄓˇ　ㄎㄜˇ　ㄙ　ㄇㄟˊ,zhǐ kě sī méi
4030.0,見噎廢食,ㄐㄧㄢˋ　ㄧㄝ　ㄈㄟˋ　ㄕˊ,jiàn yē fèi shí
4031.0,不入獸穴，安得獸子,ㄅㄨˋ　ㄖㄨˋ　ㄕㄡˋ　ㄒㄩㄝˋ　ㄢ　ㄉㄜˊ　ㄕㄡˋ　ㄗˇ　（變）　ㄅㄨˊ　ㄖㄨˋ　ㄕㄡˋ　ㄒㄩㄝˋ　ㄢ　ㄉㄜˊ　ㄕㄡˋ　ㄗˇ,bù rù shòu xuè ān dé shòu zǐ （變） bú rù shòu xuè ān dé shòu zǐ
4032.0,止渴飲鴆,ㄓˇ　ㄎㄜˇ　ㄧㄣˇ　ㄓㄣˋ,zhǐ kě yǐn zhèn
4033.0,飛鴻雪爪,ㄈㄟ　ㄏㄨㄥˊ　ㄒㄩㄝˇ　ㄓㄠˇ,fēi hóng xuě zhǎo
4034.0,化日光天,ㄏㄨㄚˋ　ㄖˋ　ㄍㄨㄤ　ㄊㄧㄢ,huà rì guāng tiān
4035.0,烏合之卒,ㄨ　ㄏㄜˊ　ㄓ　ㄗㄨˊ,wū hé zhī zú
4036.0,毛骨竦然,ㄇㄠˊ　ㄍㄨˇ　ㄙㄨㄥˇ　ㄖㄢˊ,máo gǔ sǒng rán
4037.0,毛髮悚然,ㄇㄠˊ　ㄈㄚˇ　ㄙㄨㄥˇ　ㄖㄢˊ,máo fǎ sǒng rán
4038.0,長驅而入,ㄔㄤˊ　ㄑㄩ　ㄦˊ　ㄖㄨˋ,cháng qū ér rù
4039.0,長驅徑入,ㄔㄤˊ　ㄑㄩ　ㄐㄧㄥˋ　ㄖㄨˋ,cháng qū jìng rù
4040.0,從善若流,ㄘㄨㄥˊ　ㄕㄢˋ　ㄖㄨㄛˋ　ㄌㄧㄡˊ,cóng shàn ruò liú
4041.0,風櫛雨沐,ㄈㄥ　ㄐㄧㄝˊ　ㄩˇ　ㄇㄨˋ,fēng jié yǔ mù
4042.0,氣吐眉揚,ㄑㄧˋ　ㄊㄨˇ　ㄇㄟˊ　ㄧㄤˊ,qì tǔ méi yáng
4043.0,氣血方剛,ㄑㄧˋ　ㄒㄧㄝˇ　ㄈㄤ　ㄍㄤ,qì xiě fāng gāng
4044.0,風移俗改,ㄈㄥ　ㄧˊ　ㄙㄨˊ　ㄍㄞˇ,fēng yí sú gǎi
4045.0,風靜浪平,ㄈㄥ　ㄐㄧㄥˋ　ㄌㄤˋ　ㄆㄧㄥˊ,fēng jìng làng píng
4046.0,為蛇添足,ㄨㄟˋ　ㄕㄜˊ　ㄊㄧㄢ　ㄗㄨˊ,wèi shé tiān zú
4047.0,月閉花羞,ㄩㄝˋ　ㄅㄧˋ　ㄏㄨㄚ　ㄒㄧㄡ,yuè bì huā xiū
4048.0,風移俗變,ㄈㄥ　ㄧˊ　ㄙㄨˊ　ㄅㄧㄢˋ,fēng yí sú biàn
4049.0,心驚膽顫,ㄒㄧㄣ　ㄐㄧㄥ　ㄉㄢˇ　ㄓㄢˋ,xīn jīng dǎn zhàn
4050.0,心曠神愉,ㄒㄧㄣ　ㄎㄨㄤˋ　ㄕㄣˊ　ㄩˊ,xīn kuàng shén yú
4051.0,心和氣平,ㄒㄧㄣ　ㄏㄜˊ　ㄑㄧˋ　ㄆㄧㄥˊ,xīn hé qì píng
4052.0,心如刀鋸,ㄒㄧㄣ　ㄖㄨˊ　ㄉㄠ　ㄐㄩˋ,xīn rú dāo jù
4053.0,心曠神恬,ㄒㄧㄣ　ㄎㄨㄤˋ　ㄕㄣˊ　ㄊㄧㄢˊ,xīn kuàng shén tián
4054.0,心怡神曠,ㄒㄧㄣ　ㄧˊ　ㄕㄣˊ　ㄎㄨㄤˋ,xīn yí shén kuàng
4055.0,斗量車載,ㄉㄡˇ　ㄌㄧㄤˊ　ㄔㄜ　ㄗㄞˋ,dǒu liáng chē zài
4056.0,心煩慮亂,ㄒㄧㄣ　ㄈㄢˊ　ㄌㄩˋ　ㄌㄨㄢˋ,xīn fán lǜ luàn
4057.0,毋翼而飛,ㄨˊ　ㄧˋ　ㄦˊ　ㄈㄟ,wú yì ér fēi
4058.0,巴人下里,ㄅㄚ　ㄖㄣˊ　ㄒㄧㄚˋ　ㄌㄧˇ,bā rén xià lǐ
4059.0,書讀五車,ㄕㄨ　ㄉㄨˊ　ㄨˇ　ㄐㄩ,shū dú wǔ jū
4060.0,書富五車,ㄕㄨ　ㄈㄨˋ　ㄨˇ　ㄐㄩ,shū fù wǔ jū
4061.0,為法自弊,ㄨㄟˊ　ㄈㄚˇ　ㄗˋ　ㄅㄧˋ,wéi fǎ zì bì
4062.0,風波平地,ㄈㄥ　ㄅㄛ　ㄆㄧㄥˊ　ㄉㄧˋ,fēng bō píng dì
4063.0,水月鏡花,ㄕㄨㄟˇ　ㄩㄝˋ　ㄐㄧㄥˋ　ㄏㄨㄚ,shuǐ yuè jìng huā
4064.0,水月鏡像,ㄕㄨㄟˇ　ㄩㄝˋ　ㄐㄧㄥˋ　ㄒㄧㄤˋ,shuǐ yuè jìng xiàng
4065.0,水泄不漏,ㄕㄨㄟˇ　ㄒㄧㄝˋ　ㄅㄨˋ　ㄌㄡˋ　（變）　ㄕㄨㄟˇ　ㄒㄧㄝˋ　ㄅㄨˊ　ㄌㄡˋ,shuǐ xiè bù lòu （變） shuǐ xiè bú lòu
4066.0,水乳之契,ㄕㄨㄟˇ　ㄖㄨˇ　ㄓ　ㄑㄧˋ,shuǐ rǔ zhī qì
4067.0,以佚待勞,ㄧˇ　ㄧˋ　ㄉㄞˋ　ㄌㄠˊ,yǐ yì dài láo
4068.0,以容取人,ㄧˇ　ㄖㄨㄥˊ　ㄑㄩˇ　ㄖㄣˊ,yǐ róng qǔ rén
4069.0,擊其不意,ㄐㄧˊ　ㄑㄧˊ　ㄅㄨˋ　ㄧˋ　（變）　ㄐㄧˊ　ㄑㄧˊ　ㄅㄨˊ　ㄧˋ,jí qí bù yì （變） jí qí bú yì
4070.0,文無加點,ㄨㄣˊ　ㄨˊ　ㄐㄧㄚ　ㄉㄧㄢˇ,wén wú jiā diǎn 
4071.0,厲兵粟馬,ㄌㄧˋ　ㄅㄧㄥ　ㄙㄨˋ　ㄇㄚˇ,lì bīng sù mǎ
4072.0,節食縮衣,ㄐㄧㄝˊ　ㄕˊ　ㄙㄨㄛ　ㄧ,jié shí suō yī
4073.0,心如刀攪,ㄒㄧㄣ　ㄖㄨˊ　ㄉㄠ　ㄐㄧㄠˇ,xīn rú dāo jiǎo
4074.0,未成一簣,ㄨㄟˋ　ㄔㄥˊ　ㄧ　ㄎㄨㄟˋ　（變）　ㄨㄟˋ　ㄔㄥˊ　ㄧˊ　ㄎㄨㄟˋ,wèi chéng yī kuì （變） wèi chéng yí kuì
4075.0,平易近民,ㄆㄧㄥˊ　ㄧˋ　ㄐㄧㄣˋ　ㄇㄧㄣˊ,píng yì jìn mín
4076.0,正中己懷,ㄓㄥˋ　ㄓㄨㄥˋ　ㄐㄧˇ　ㄏㄨㄞˊ,zhèng zhòng jǐ huái
4077.0,玉石同沉,ㄩˋ　ㄕˊ　ㄊㄨㄥˊ　ㄔㄣˊ,yù shí tóng chén
4078.0,玉石俱摧,ㄩˋ　ㄕˊ　ㄐㄩˋ　ㄘㄨㄟ,yù shí jù cuī
4079.0,正本澄源,ㄓㄥˋ　ㄅㄣˇ　ㄔㄥˊ　ㄩㄢˊ,zhèng běn chéng yuán
4080.0,甘之若飴,ㄍㄢ　ㄓ　ㄖㄨㄛˋ　ㄧˊ,gān zhī ruò yí
4081.0,正襟安坐,ㄓㄥˋ　ㄐㄧㄣ　ㄢ　ㄗㄨㄛˋ,zhèng jīn ān zuò
4082.0,舊態復萌,ㄐㄧㄡˋ　ㄊㄞˋ　ㄈㄨˋ　ㄇㄥˊ,jiù tài fù méng
4083.0,平地青雲,ㄆㄧㄥˊ　ㄉㄧˋ　ㄑㄧㄥ　ㄩㄣˊ,píng dì qīng yún
4084.0,出類拔群,ㄔㄨ　ㄌㄟˋ　ㄅㄚˊ　ㄑㄩㄣˊ,chū lèi bá qún
4085.0,出類超群,ㄔㄨ　ㄌㄟˋ　ㄔㄠ　ㄑㄩㄣˊ,chū lèi chāo qún
4086.0,出群拔萃,ㄔㄨ　ㄑㄩㄣˊ　ㄅㄚˊ　ㄘㄨㄟˋ,chū qún bá cuì
4087.0,目下十行,ㄇㄨˋ　ㄒㄧㄚˋ　ㄕˊ　ㄏㄤˊ,mù xià shí háng
4088.0,目不識字,ㄇㄨˋ　ㄅㄨˋ　ㄕˋ　ㄗˋ　（變）　ㄇㄨˋ　ㄅㄨˊ　ㄕˋ　ㄗˋ,mù bù shì zì （變） mù bú shì zì
4089.0,目染耳濡,ㄇㄨˋ　ㄖㄢˇ　ㄦˇ　ㄖㄨˊ,mù rǎn ěr rú
4090.0,處安思危,ㄔㄨˇ　ㄢ　ㄙ　ㄨㄟˊ,chǔ ān sī wéi
4091.0,旦旦信誓,ㄉㄢˋ　ㄉㄢˋ　ㄒㄧㄣˋ　ㄕˋ,dàn dàn xìn shì
4092.0,叱嗟風雲,ㄔˋ　ㄐㄧㄝ　ㄈㄥ　ㄩㄣˊ,chì jiē fēng yún
4093.0,用逸待勞,ㄩㄥˋ　ㄧˋ　ㄉㄞˋ　ㄌㄠˊ,yòng yì dài láo
4094.0,東窗事犯,ㄉㄨㄥ　ㄔㄨㄤ　ㄕˋ　ㄈㄢˋ,dōng chuāng shì fàn
4095.0,樂極則悲,ㄌㄜˋ　ㄐㄧˊ　ㄗㄜˊ　ㄅㄟ,lè jí zé bēi
4096.0,左右逢原,ㄗㄨㄛˇ　ㄧㄡˋ　ㄈㄥˊ　ㄩㄢˊ,zuǒ yòu féng yuán
4097.0,生靈塗地,ㄕㄥ　ㄌㄧㄥˊ　ㄊㄨˊ　ㄉㄧˋ,shēng líng tú dì
4098.0,白頭到老,ㄅㄞˊ　ㄊㄡˊ　ㄉㄠˋ　ㄌㄠˇ,bái tóu dào lǎo
4099.0,永存不朽,ㄩㄥˇ　ㄘㄨㄣˊ　ㄅㄨˋ　ㄒㄧㄡˇ,yǒng cún bù xiǔ
4100.0,永傳不朽,ㄩㄥˇ　ㄔㄨㄢˊ　ㄅㄨˋ　ㄒㄧㄡˇ,yǒng chuán bù xiǔ
4101.0,玄機妙算,ㄒㄩㄢˊ　ㄐㄧ　ㄇㄧㄠˋ　ㄙㄨㄢˋ,xuán jī miào suàn
4102.0,立命安身,ㄌㄧˋ　ㄇㄧㄥˋ　ㄢ　ㄕㄣ,lì mìng ān shēn
4103.0,司空眼慣,ㄙ　ㄎㄨㄥ　ㄧㄢˇ　ㄍㄨㄢˋ,sī kōng yǎn guàn
4104.0,再接再礪,ㄗㄞˋ　ㄐㄧㄝ　ㄗㄞˋ　ㄌㄧˋ,zài jiē zài lì
4105.0,西山日迫,ㄒㄧ　ㄕㄢ　ㄖˋ　ㄆㄛˋ,xī shān rì pò
4106.0,民生塗炭,ㄇㄧㄣˊ　ㄕㄥ　ㄊㄨˊ　ㄊㄢˋ,mín shēng tú tàn
4107.0,耳紅面赤,ㄦˇ　ㄏㄨㄥˊ　ㄇㄧㄢˋ　ㄔˋ,ěr hóng miàn chì
4108.0,耳聞不如眼見,ㄦˇ　ㄨㄣˊ　ㄅㄨˋ　ㄖㄨˊ　ㄧㄢˇ　ㄐㄧㄢˋ,ěr wén bù rú yǎn jiàn
4109.0,老而益壯,ㄌㄠˇ　ㄦˊ　ㄧˋ　ㄓㄨㄤˋ,lǎo ér yì zhuàng
4110.0,死心搭地,ㄙˇ　ㄒㄧㄣ　ㄉㄚ　ㄉㄧˋ,sǐ xīn dā dì
4111.0,達權知變,ㄉㄚˊ　ㄑㄩㄢˊ　ㄓ　ㄅㄧㄢˋ,dá quán zhī biàn
4112.0,半塗而廢,ㄅㄢˋ　ㄊㄨˊ　ㄦˊ　ㄈㄟˋ,bàn tú ér fèi
4113.0,半塗而罷,ㄅㄢˋ　ㄊㄨˊ　ㄦˊ　ㄅㄚˋ,bàn tú ér bà
4114.0,耳染目濡,ㄦˇ　ㄖㄢˇ　ㄇㄨˋ　ㄖㄨˊ,ěr rǎn mù rú
