字詞號,字詞名,注音一式,漢語拼音,多音參見訊息
5837002491,一語中的,ㄧ　ㄩˇ　ㄓㄨㄥˋ　ㄉㄧˋ　（變）ㄧˋ　ㄩˇ　ㄓㄨㄥˋ　ㄉㄧˋ,yī yǔ zhòng dì　（變）yì yǔ zhòng dì,
583700251,一躍而起,ㄧ　ㄩㄝˋ　ㄦˊ　ㄑㄧˇ　（變）ㄧˊ　ㄩㄝˋ　ㄦˊ　ㄑㄧˇ,yī yuè ér qǐ　（變）yí yuè ér qǐ,
583700252,一元復始,ㄧ　ㄩㄢˊ　ㄈㄨˋ　ㄕˇ　（變）ㄧˋ　ㄩㄢˊ　ㄈㄨˋ　ㄕˇ,yī yuán fù shǐ　（變）yì yuán fù shǐ,
5838,衣,(一)ㄧ,(一)yī,(二)ㄧˋ　　yì（5888）<br>
583800001,衣缽,ㄧ　ㄅㄛ,yī bō,
5838000011,衣不蔽體,ㄧ　ㄅㄨˋ　ㄅㄧˋ　ㄊㄧˇ　（變）ㄧ　ㄅㄨˊ　ㄅㄧˋ　ㄊㄧˇ,yī bù bì tǐ　（變）yī bú bì tǐ,
583800002,衣服,ㄧ　ㄈㄨˊ,yī fú,
583800003,衣料,ㄧ　ㄌㄧㄠˋ,yī liào,
583800004,衣櫃,ㄧ　ㄍㄨㄟˋ,yī guì,
583800005,衣冠禽獸,ㄧ　ㄍㄨㄢ　ㄑㄧㄣˊ　ㄕㄡˋ,yī guān qín shòu,
5838000051,衣冠塚,ㄧ　ㄍㄨㄢ　ㄓㄨㄥˇ,yī guān zhǒng,
5838000052,衣冠楚楚,ㄧ　ㄍㄨㄢ　ㄔㄨˇ　ㄔㄨˇ,yī guān chǔ chǔ,
583800006,衣架子,ㄧ　ㄐㄧㄚˋ　˙ㄗ,yī jià zi,
583800007,衣襟,ㄧ　ㄐㄧㄣ,yī jīn,
583800008,衣箱,ㄧ　ㄒㄧㄤ,yī xiāng,
583800009,衣著,ㄧ　ㄓㄨㄛˊ,yī zhuó,
583800010,衣櫥,ㄧ　ㄔㄨˊ,yī chú,
583800011,衣食父母,ㄧ　ㄕˊ　ㄈㄨˋ　ㄇㄨˇ,yī shí fù mǔ,
583800012,衣食住行,ㄧ　ㄕˊ　ㄓㄨˋ　ㄒㄧㄥˊ,yī shí zhù xíng,
583800013,衣飾,ㄧ　ㄕˋ,yī shì,
583800014,衣衫不整,ㄧ　ㄕㄢ　ㄅㄨˋ　ㄓㄥˇ,yī shān bù zhěng,
583800015,衣衫襤褸,ㄧ　ㄕㄢ　ㄌㄢˊ　ㄌㄩˇ,yī shān lán lǚ,
583800016,衣裳,ㄧ　˙ㄕㄤ,yī shang,
583800017,衣物,ㄧ　ㄨˋ,yī wù,
5839,依,ㄧ,yī,
583900001,依傍,ㄧ　ㄅㄤˋ,yī bàng,
583900002,依法,ㄧ　ㄈㄚˇ,yī fǎ,
5839000021,依法炮製,ㄧ　ㄈㄚˇ　ㄆㄠˊ　ㄓˋ,yī fǎ páo zhì,
583900003,依附,ㄧ　ㄈㄨˋ,yī fù,
583900004,依託,ㄧ　ㄊㄨㄛ,yī tuō,
583900005,依賴,ㄧ　ㄌㄞˋ,yī lài,
583900006,依戀,ㄧ　ㄌㄧㄢˋ,yī liàn,
583900007,依歸,ㄧ　ㄍㄨㄟ,yī guī,
583900008,依靠,ㄧ　ㄎㄠˋ,yī kào,
5839000081,依計行事,ㄧ　ㄐㄧˋ　ㄒㄧㄥˊ　ㄕˋ,yī jì xíng shì,
583900009,依舊,ㄧ　ㄐㄧㄡˋ,yī jiù,
583900010,依據,ㄧ　ㄐㄩˋ,yī jù,
583900012,依稀,ㄧ　ㄒㄧ,yī xī,
583900013,依序,ㄧ　ㄒㄩˋ,yī xù,
583900014,依循,ㄧ　ㄒㄩㄣˊ,yī xún,
583900015,依照,ㄧ　ㄓㄠˋ,yī zhào,
583900016,依時,ㄧ　ㄕˊ,yī shí,
583900017,依然,ㄧ　ㄖㄢˊ,yī rán,
5839000171,依然故我,ㄧ　ㄖㄢˊ　ㄍㄨˋ　ㄨㄛˇ,yī rán gù wǒ,
583900018,依然如故,ㄧ　ㄖㄢˊ　ㄖㄨˊ　ㄍㄨˋ,yī rán rú gù,
583900019,依次,ㄧ　ㄘˋ,yī cì,
583900020,依存,ㄧ　ㄘㄨㄣˊ,yī cún,
583900021,依從,ㄧ　ㄘㄨㄥˊ,yī cóng,
583900022,依依,ㄧ　ㄧ,yī yī,
583900023,依依不捨,ㄧ　ㄧ　ㄅㄨˋ　ㄕㄜˇ,yī yī bù shě,
583900024,依樣畫葫蘆,ㄧ　ㄧㄤˋ　ㄏㄨㄚˋ　ㄏㄨˊ　ㄌㄨˊ　（變）ㄧ　ㄧㄤˋ　ㄏㄨㄚˋ　ㄏㄨˊ　˙ㄌㄨ,yī yàng huà hú lú（變）yī yàng huà hú lu,
583900025,依偎,ㄧ　ㄨㄟ,yī wēi,
583900026,依約,ㄧ　ㄩㄝ,yī yuē,
5840,伊,ㄧ,yī,
584000001,伊甸園,ㄧ　ㄉㄧㄢˋ　ㄩㄢˊ,yī diàn yuán,
584000002,伊始,ㄧ　ㄕˇ,yī shǐ,
584000003,伊人,ㄧ　ㄖㄣˊ,yī rén,
584000004,伊斯蘭教,ㄧ　ㄙ　ㄌㄢˊ　ㄐㄧㄠˋ,yī sī lán jiào,
5841,咿,ㄧ,yī,
584100001,咿唔,ㄧ　ㄨˊ,yī wú,
5842,壹,ㄧ,yī,
5843,揖,ㄧ,yī,
5844,漪,ㄧ,yī,
5845,醫,ㄧ,yī,
584500001,醫德,ㄧ　ㄉㄜˊ,yī dé,
584500002,醫療,ㄧ　ㄌㄧㄠˊ,yī liáo,
584500003,醫護,ㄧ　ㄏㄨˋ,yī hù,
584500004,醫學,ㄧ　ㄒㄩㄝˊ,yī xué,
584500005,醫治,ㄧ　ㄓˋ,yī zhì,
5845000051,醫囑,ㄧ　ㄓㄨˇ,yī zhǔ,
584500006,醫師,ㄧ　ㄕ,yī shī,
584500008,醫生,ㄧ　ㄕㄥ,yī shēng,
584500009,醫術,ㄧ　ㄕㄨˋ,yī shù,
584500010,醫藥,ㄧ　ㄧㄠˋ,yī yào,
5845000101,醫藥分業,ㄧ　ㄧㄠˋ　ㄈㄣ　ㄧㄝˋ,yī yào fēn yè,
584500011,醫院,ㄧ　ㄩㄢˋ,yī yuàn,
5846,黟,ㄧ,yī,
5847,台,(一)ㄧˊ,(一)yí,(二)ㄊㄞˊ　　tái（▲1348臺）<br>
5848,怡,ㄧˊ,yí,
584800000,怡情養性,ㄧˊ　ㄑㄧㄥˊ　ㄧㄤˇ　ㄒㄧㄥˋ,yí qíng yǎng xìng,
584800001,怡然,ㄧˊ　ㄖㄢˊ,yí rán,
584800002,怡然自得,ㄧˊ　ㄖㄢˊ　ㄗˋ　ㄉㄜˊ,yí rán zì dé,
5849,貽,ㄧˊ,yí,
584900000,貽害,ㄧˊ　ㄏㄞˋ,yí hài,
584900001,貽笑,ㄧˊ　ㄒㄧㄠˋ,yí xiào,
584900002,貽笑大方,ㄧˊ　ㄒㄧㄠˋ　ㄉㄚˋ　ㄈㄤ,yí xiào dà fāng,
584900003,貽羞,ㄧˊ　ㄒㄧㄡ,yí xiū,
584900004,貽誤,ㄧˊ　ㄨˋ,yí wù,
5850,飴,ㄧˊ,yí,
5851,圯,ㄧˊ,yí,
585100001,圯橋進履,ㄧˊ　ㄑㄧㄠˊ　ㄐㄧㄣˋ　ㄌㄩˇ,yí qiáo jìn lǚ,
585200001,夷為平地,ㄧˊ　ㄨㄟˊ　ㄆㄧㄥˊ　ㄉㄧˋ,yí wéi píng dì,
5853,咦,ㄧˊ,yí,
5854,姨,ㄧˊ,yí,
585400001,姨媽,ㄧˊ　ㄇㄚ,yí mā,
585400002,姨母,ㄧˊ　ㄇㄨˇ,yí mǔ,
585400003,姨太太,ㄧˊ　ㄊㄞˋ　˙ㄊㄞ,yí tài tai,
585400004,姨丈,ㄧˊ　ㄓㄤˋ,yí zhàng,
5855,荑,ㄧˊ,yí,
5856,胰,ㄧˊ,yí,
585600001,胰島素,ㄧˊ　ㄉㄠˇ　ㄙㄨˋ,yí dǎo sù,
585600002,胰臟,ㄧˊ　ㄗㄤˋ,yí zàng,
5857,痍,ㄧˊ,yí,
5858,沂,ㄧˊ,yí,
585800001,沂河,ㄧˊ　ㄏㄜˊ,yí hé,
5859,迆,ㄧˊ,yí,
5860,迤,ㄧˊ,yí,
586000001,迤邐,ㄧˊ　ㄌㄧˇ,yí lǐ,
5861,宜,ㄧˊ,yí,
586100001,宜人,ㄧˊ　ㄖㄣˊ,yí rén,
5862,蛇,(二)ㄧˊ,(二)yí,(一)ㄕㄜˊ　　shé（4968）<br>
5863,移,ㄧˊ,yí,
586300001,移民,ㄧˊ　ㄇㄧㄣˊ,yí mín,
5863000011,移民媽媽,ㄧˊ　ㄇㄧㄣˊ　ㄇㄚ　˙ㄇㄚ,yí mín mā ma,
586300002,移風易俗,ㄧˊ　ㄈㄥ　ㄧˋ　ㄙㄨˊ,yí fēng yì sú,
586300003,移動,ㄧˊ　ㄉㄨㄥˋ,yí dòng,
586300004,移靈,ㄧˊ　ㄌㄧㄥˊ,yí líng,
586300005,移花接木,ㄧˊ　ㄏㄨㄚ　ㄐㄧㄝ　ㄇㄨˋ,yí huā jiē mù,
586300006,移交,ㄧˊ　ㄐㄧㄠ,yí jiāo,
586300007,移居,ㄧˊ　ㄐㄩ,yí jū,
586300008,移情別戀,ㄧˊ　ㄑㄧㄥˊ　ㄅㄧㄝˊ　ㄌㄧㄢˋ,yí qíng bié liàn,
586300009,移植,ㄧˊ　ㄓˊ,yí zhí,
586300010,移轉,ㄧˊ　ㄓㄨㄢˇ,yí zhuǎn,
586300011,移樽就教,ㄧˊ　ㄗㄨㄣ　ㄐㄧㄡˋ　ㄐㄧㄠˋ,yí zūn jiù jiào,
586300012,移送,ㄧˊ　ㄙㄨㄥˋ,yí sòng,
586300013,移位,ㄧˊ　ㄨㄟˋ,yí wèi,
5864,疑,ㄧˊ,yí,
586400001,疑犯,ㄧˊ　ㄈㄢˋ,yí fàn,
586400002,疑竇,ㄧˊ　ㄉㄡˋ,yí dòu,
586400003,疑點,ㄧˊ　ㄉㄧㄢˇ,yí diǎn,
5864000031,疑團,ㄧˊ　ㄊㄨㄢˊ,yí tuán,
586400004,疑難雜症,ㄧˊ　ㄋㄢˊ　ㄗㄚˊ　ㄓㄥˋ,yí nán zá zhèng,
586400005,疑難,(一)ㄧˊ　ㄋㄢˋ,(一)yí nàn,(二)ㄧˊ　ㄋㄢˊ　　yí nán （5864000051）<br>
586400006,疑慮,ㄧˊ　ㄌㄩˋ,yí lǜ,
586400007,疑惑,ㄧˊ　ㄏㄨㄛˋ,yí huò,
586400008,疑懼,ㄧˊ　ㄐㄩˋ,yí jù,
586400009,疑心,ㄧˊ　ㄒㄧㄣ,yí xīn,
586400010,疑信參半,ㄧˊ　ㄒㄧㄣˋ　ㄘㄢ　ㄅㄢˋ,yí xìn cān bàn,
586400011,疑神疑鬼,ㄧˊ　ㄕㄣˊ　ㄧˊ　ㄍㄨㄟˇ,yí shén yí guǐ,
586400012,疑似,ㄧˊ　ㄙˋ,yí sì,
586400013,疑案,ㄧˊ　ㄢˋ,yí àn,
586400014,疑義,ㄧˊ　ㄧˋ,yí yì,
586400015,疑問,ㄧˊ　ㄨㄣˋ,yí wèn,
586400016,疑雲,ㄧˊ　ㄩㄣˊ,yí yún,
5865,嶷,ㄧˊ,yí,
5866,儀,ㄧˊ,yí,
586600001,儀表,ㄧˊ　ㄅㄧㄠˇ,yí biǎo,
586600002,儀隊,ㄧˊ　ㄉㄨㄟˋ,yí duì,
586600003,儀態,ㄧˊ　ㄊㄞˋ,yí tài,
5866000031,儀態萬千,ㄧˊ　ㄊㄞˋ　ㄨㄢˋ　ㄑㄧㄢ,yí tài wàn qiān,
586600004,儀器,ㄧˊ　ㄑㄧˋ,yí qì,
586600005,儀式,ㄧˊ　ㄕˋ,yí shì,
586600006,儀容,ㄧˊ　ㄖㄨㄥˊ,yí róng,
5867,頤,ㄧˊ,yí,
586700001,頤指氣使,ㄧˊ　ㄓˇ　ㄑㄧˋ　ㄕˇ,yí zhǐ qì shǐ,
586700002,頤養,ㄧˊ　ㄧㄤˇ,yí yǎng,
586700003,頤養天年,ㄧˊ　ㄧㄤˇ　ㄊㄧㄢ　ㄋㄧㄢˊ,yí yǎng tiān nián,
5868,遺,(一)ㄧˊ,(一)yí,(二)ㄨㄟˋ　　wèi（6353）<br>
586800000,遺民,ㄧˊ　ㄇㄧㄣˊ,yí mín,
586800001,遺風,ㄧˊ　ㄈㄥ,yí fēng,
586800002,遺腹子,ㄧˊ　ㄈㄨˋ　ㄗˇ,yí fù zǐ,
586800003,遺毒,ㄧˊ　ㄉㄨˊ,yí dú,
586800004,遺體,ㄧˊ　ㄊㄧˇ,yí tǐ,
586800005,遺漏,ㄧˊ　ㄌㄡˋ,yí lòu,
586800006,遺留,ㄧˊ　ㄌㄧㄡˊ,yí liú,
586800007,遺落,ㄧˊ　ㄌㄨㄛˋ,yí luò,
586800008,遺孤,ㄧˊ　ㄍㄨ,yí gū,
586800009,遺骸,ㄧˊ　ㄏㄞˊ,yí hái,
586800010,遺憾,ㄧˊ　ㄏㄢˋ,yí hàn,
586800011,遺跡,ㄧˊ　ㄐㄧ,yí jī,
586800012,遺教,ㄧˊ　ㄐㄧㄠˋ,yí jiào,
586800013,遺棄,ㄧˊ　ㄑㄧˋ,yí qì,
586800014,遺缺,ㄧˊ　ㄑㄩㄝ,yí quē,
586800015,遺像,ㄧˊ　ㄒㄧㄤˋ,yí xiàng,
586800016,遺訓,ㄧˊ　ㄒㄩㄣˋ,yí xùn,
586800017,遺址,ㄧˊ　ㄓˇ,yí zhǐ,
586800019,遺志,ㄧˊ　ㄓˋ,yí zhì,
586800020,遺囑,ㄧˊ　ㄓㄨˇ,yí zhǔ,
586800021,遺著,ㄧˊ　ㄓㄨˋ,yí zhù,
586800022,遺臭萬年,ㄧˊ　ㄔㄡˋ　ㄨㄢˋ　ㄋㄧㄢˊ,yí chòu wàn nián,
586800024,遺傳,ㄧˊ　ㄔㄨㄢˊ,yí chuán,
5868000241,遺傳工程,ㄧˊ　ㄔㄨㄢˊ　ㄍㄨㄥ　ㄔㄥˊ,yí chuán gōng chéng,
586800025,遺失,ㄧˊ　ㄕ,yí shī,
586800026,遺世獨立,ㄧˊ　ㄕˋ　ㄉㄨˊ　ㄌㄧˋ,yí shì dú lì,
586800027,遺書,ㄧˊ　ㄕㄨ,yí shū,
586800028,遺孀,ㄧˊ　ㄕㄨㄤ,yí shuāng,
586800029,遺容,ㄧˊ　ㄖㄨㄥˊ,yí róng,
586800030,遺族,ㄧˊ　ㄗㄨˊ,yí zú,
586800031,遺作,ㄧˊ　ㄗㄨㄛˋ,yí zuò,
586800032,遺愛,ㄧˊ　ㄞˋ,yí ài,
586800033,遺言,ㄧˊ　ㄧㄢˊ,yí yán,
586800034,遺物,ㄧˊ　ㄨˋ,yí wù,
586800035,遺忘,ㄧˊ　ㄨㄤˋ,yí wàng,
5869,彝,ㄧˊ,yí,
5870,乙,ㄧˇ,yǐ,
5871,已,ㄧˇ,yǐ,
587100001,已故,ㄧˇ　ㄍㄨˋ,yǐ gù,
5871000011,已開發國家,ㄧˇ　ㄎㄞ　ㄈㄚ　ㄍㄨㄛˊ　ㄐㄧㄚ,yǐ kāi fā guó jiā,
587100002,已婚,ㄧˇ　ㄏㄨㄣ,yǐ hūn,
587100003,已經,ㄧˇ　ㄐㄧㄥ,yǐ jīng,
587100004,已然,ㄧˇ　ㄖㄢˊ,yǐ rán,
5872,以,ㄧˇ,yǐ,
587200002,以便,ㄧˇ　ㄅㄧㄢˋ,yǐ biàn,
587200003,以偏概全,ㄧˇ　ㄆㄧㄢ　ㄍㄞˋ　ㄑㄩㄢˊ,yǐ piān gài quán,
587200004,以貌取人,ㄧˇ　ㄇㄠˋ　ㄑㄩˇ　ㄖㄣˊ,yǐ mào qǔ rén,
587200005,以免,ㄧˇ　ㄇㄧㄢˇ,yǐ miǎn,
5872000051,以德報德,ㄧˇ　ㄉㄜˊ　ㄅㄠˋ　ㄉㄜˊ,yǐ dé bào dé,
587200006,以德報怨,ㄧˇ　ㄉㄜˊ　ㄅㄠˋ　ㄩㄢˋ,yǐ dé bào yuàn,
5872000061,以德服人,ㄧˇ　ㄉㄜˊ　ㄈㄨˊ　ㄖㄣˊ,yǐ dé fú rén,
5872000062,以毒攻毒,ㄧˇ　ㄉㄨˊ　ㄍㄨㄥ　ㄉㄨˊ,yǐ dú gōng dú,
587200007,以內,ㄧˇ　ㄋㄟˋ,yǐ nèi,
587200008,以來,ㄧˇ　ㄌㄞˊ,yǐ lái,
5872000081,以蠡測海,ㄧˇ　ㄌㄧˊ　ㄘㄜˋ　ㄏㄞˇ,yǐ lí cè hǎi,
587200009,以禮相待,ㄧˇ　ㄌㄧˇ　ㄒㄧㄤ　ㄉㄞˋ,yǐ lǐ xiāng dài,
5872000091,以卵擊石,ㄧˇ　ㄌㄨㄢˇ　ㄐㄧˊ　ㄕˊ,yǐ luǎn jí shí,
5872000092,以寡擊眾,ㄧˇ　ㄍㄨㄚˇ　ㄐㄧˊ　ㄓㄨㄥˋ,yǐ guǎ jí zhòng,
5872000093,以管窺天,ㄧˇ　ㄍㄨㄢˇ　ㄎㄨㄟ　ㄊㄧㄢ,yǐ guǎn kuī tiān,
587200010,以後,ㄧˇ　ㄏㄡˋ,yǐ hòu,
587200011,以及,ㄧˇ　ㄐㄧˊ,yǐ jí,
587200012,以降,ㄧˇ　ㄐㄧㄤˋ,yǐ jiàng,
587200013,以儆效尤,ㄧˇ　ㄐㄧㄥˇ　ㄒㄧㄠˋ　ㄧㄡˊ,yǐ jǐng xiào yóu,
587200014,以前,ㄧˇ　ㄑㄧㄢˊ,yǐ qián,
587200015,以下,ㄧˇ　ㄒㄧㄚˋ,yǐ xià,
5872000151,以小人之心，度君子之腹,ㄧˇ　ㄒㄧㄠˇ　ㄖㄣˊ　ㄓ　ㄒㄧㄣ　ㄉㄨㄛˋ　ㄐㄩㄣ　ㄗˇ　ㄓ　ㄈㄨˋ,yǐ xiǎo rén zhī xīn duò jūn zǐ zhī fù,
5872000152,以直報怨,ㄧˇ　ㄓˊ　ㄅㄠˋ　ㄩㄢˋ,yǐ zhí bào yuàn,
587200016,以致,ㄧˇ　ㄓˋ,yǐ zhì,
587200017,以身相許,ㄧˇ　ㄕㄣ　ㄒㄧㄤ　ㄒㄩˇ,yǐ shēn xiāng xǔ,
587200018,以身試法,ㄧˇ　ㄕㄣ　ㄕˋ　ㄈㄚˇ,yǐ shēn shì fǎ,
587200019,以身作則,ㄧˇ　ㄕㄣ　ㄗㄨㄛˋ　ㄗㄜˊ,yǐ shēn zuò zé,
587200020,以上,ㄧˇ　ㄕㄤˋ,yǐ shàng,
587200021,以柔克剛,ㄧˇ　ㄖㄡˊ　ㄎㄜˋ　ㄍㄤ,yǐ róu kè gāng,
587200022,以此類推,ㄧˇ　ㄘˇ　ㄌㄟˋ　ㄊㄨㄟ,yǐ cǐ lèi tuī,
587200023,以訛傳訛,ㄧˇ　ㄜˊ　ㄔㄨㄢˊ　ㄜˊ,yǐ é chuán é,
5872000231,以一警百,ㄧˇ　ㄧ　ㄐㄧㄥˇ　ㄅㄞˇ,yǐ yī jǐng bǎi,
587200024,以逸待勞,ㄧˇ　ㄧˋ　ㄉㄞˋ　ㄌㄠˊ,yǐ yì dài láo,
587200025,以牙還牙,ㄧˇ　ㄧㄚˊ　ㄏㄨㄢˊ　ㄧㄚˊ,yǐ yá huán yá,
587200026,以外,ㄧˇ　ㄨㄞˋ,yǐ wài,
587200027,以為,ㄧˇ　ㄨㄟˊ,yǐ wéi,
587200028,以往,ㄧˇ　ㄨㄤˇ,yǐ wǎng,
5873,苡,ㄧˇ,yǐ,
5874,矣,ㄧˇ,yǐ,
5875,倚,ㄧˇ,yǐ,
587500000,倚馬可待,ㄧˇ　ㄇㄚˇ　ㄎㄜˇ　ㄉㄞˋ,yǐ mǎ kě dài,
587500001,倚賴,ㄧˇ　ㄌㄞˋ,yǐ lài,
5875000011,倚老賣老,ㄧˇ　ㄌㄠˇ　ㄇㄞˋ　ㄌㄠˇ,yǐ lǎo mài lǎo,
587500002,倚靠,ㄧˇ　ㄎㄠˋ,yǐ kào,
5875000021,倚仗,ㄧˇ　ㄓㄤˋ,yǐ zhàng,
587500003,倚重,ㄧˇ　ㄓㄨㄥˋ,yǐ zhòng,
5876,椅,ㄧˇ,yǐ,
587600001,椅墊,ㄧˇ　ㄉㄧㄢˋ,yǐ diàn,
587600002,椅子,ㄧˇ　˙ㄗ,yǐ zi,
5877,旖,ㄧˇ,yǐ,
587700001,旖旎,ㄧˇ　ㄋㄧˇ,yǐ nǐ,
5878,蛾,(二)ㄧˇ,(二)yǐ,(一)ㄜˊ　　é（5725）<br>
5879,蟻,ㄧˇ,yǐ,
5880,艤,ㄧˇ,yǐ,
5881,乂,ㄧˋ,yì,
5882,刈,ㄧˋ,yì,
588200001,刈香,ㄧˋ　ㄒㄧㄤ,yì xiāng,
5883,艾,(二)ㄧˋ,(二)yì,(一)ㄞˋ　　ài（5761）<br>
5884,弋,ㄧˋ,yì,
5885,亦,ㄧˋ,yì,
588500001,亦步亦趨,ㄧˋ　ㄅㄨˋ　ㄧˋ　ㄑㄩ,yì bù yì qū,
588500002,亦然,ㄧˋ　ㄖㄢˊ,yì rán,
5886,弈,ㄧˋ,yì,
5887,奕,ㄧˋ,yì,
5888,衣,(二)ㄧˋ,(二)yì,(一)ㄧ　　yī（5838）<br>
588800001,衣錦還鄉,ㄧˋ　ㄐㄧㄣˇ　ㄏㄨㄢˊ　ㄒㄧㄤ,yì jǐn huán xiāng,
588800002,衣錦榮歸,ㄧˋ　ㄐㄧㄣˇ　ㄖㄨㄥˊ　ㄍㄨㄟ,yì jǐn róng guī,
5889,裔,ㄧˋ,yì,
5890,曳,ㄧˋ,yì,
589000001,曳引機,ㄧˋ　ㄧㄣˇ　ㄐㄧ,yì yǐn jī,
5891,洩,(二)ㄧˋ,(二)yì,(一)ㄒㄧㄝˋ　　xiè（3932）<br>
589100001,洩洩,ㄧˋ　ㄧˋ,yì yì,
5892,屹,ㄧˋ,yì,
589200001,屹立不搖,ㄧˋ　ㄌㄧˋ　ㄅㄨˋ　ㄧㄠˊ,yì lì bù yáo,
5893,抑,ㄧˋ,yì,
589300000,抑或,ㄧˋ　ㄏㄨㄛˋ,yì huò,
5893000001,抑強扶弱,ㄧˋ　ㄑㄧㄤˊ　ㄈㄨˊ　ㄖㄨㄛˋ,yì qiáng fú ruò,
589300001,抑止,ㄧˋ　ㄓˇ,yì zhǐ,
589300002,抑制,ㄧˋ　ㄓˋ,yì zhì,
589300003,抑揚頓挫,ㄧˋ　ㄧㄤˊ　ㄉㄨㄣˋ　ㄘㄨㄛˋ,yì yáng dùn cuò,
589300004,抑鬱,ㄧˋ　ㄩˋ,yì yù,
589300005,抑鬱寡歡,ㄧˋ　ㄩˋ　ㄍㄨㄚˇ　ㄏㄨㄢ,yì yù guǎ huān,
5894,邑,ㄧˋ,yì,
5895,浥,ㄧˋ,yì,
5896,悒,ㄧˋ,yì,
5897,挹,ㄧˋ,yì,
589700001,挹注,ㄧˋ　ㄓㄨˋ,yì zhù,
5898,佚,ㄧˋ,yì,
589800001,佚失,ㄧˋ　ㄕ,yì shī,
589800002,佚事,ㄧˋ　ㄕˋ,yì shì,
5899,軼,ㄧˋ,yì,
589900001,軼事,ㄧˋ　ㄕˋ,yì shì,
589900002,軼聞,ㄧˋ　ㄨㄣˊ,yì wén,
5900,役,ㄧˋ,yì,
5901,疫,ㄧˋ,yì,
590100001,疫苗,ㄧˋ　ㄇㄧㄠˊ,yì miáo,
5902,泄,(二)ㄧˋ,(二)yì,(一)ㄒㄧㄝˋ　　xiè（3929）<br>
590200001,泄泄,ㄧˋ　ㄧˋ,yì yì,
5903,易,ㄧˋ,yì,
590300001,易開罐,ㄧˋ　ㄎㄞ　ㄍㄨㄢˋ,yì kāi guàn,
590300002,易姓,ㄧˋ　ㄒㄧㄥˋ,yì xìng,
590300003,易主,ㄧˋ　ㄓㄨˇ,yì zhǔ,
590300004,易手,ㄧˋ　ㄕㄡˇ,yì shǒu,
590300005,易守難攻,ㄧˋ　ㄕㄡˇ　ㄋㄢˊ　ㄍㄨㄥ,yì shǒu nán gōng,
590300006,易人,ㄧˋ　ㄖㄣˊ,yì rén,
590300007,易如反掌,ㄧˋ　ㄖㄨˊ　ㄈㄢˇ　ㄓㄤˇ,yì rú fǎn zhǎng,
5903000071,易容,ㄧˋ　ㄖㄨㄥˊ,yì róng,
590300008,易位,ㄧˋ　ㄨㄟˋ,yì wèi,
5904,埸,ㄧˋ,yì,
5905,蜴,ㄧˋ,yì,
5906,佾,ㄧˋ,yì,
590600001,佾舞,ㄧˋ　ㄨˇ,yì wǔ,
5907,施,(二)ㄧˋ,(二)yì,(一)ㄕ　　shī（4891）<br>(三)ㄧˊ　　yí（59071）
5908,食,(三)ㄧˋ,(三)yì,(一)ㄕˊ　　shí（4902）<br>(二)ㄙˋ　　sì（5577）<br>
5909,羿,ㄧˋ,yì,
5910,翊,ㄧˋ,yì,
5911,翌,ㄧˋ,yì,
591100001,翌年,ㄧˋ　ㄋㄧㄢˊ,yì nián,
591100002,翌日,ㄧˋ　ㄖˋ,yì rì,
5912,益,ㄧˋ,yì,
591200001,益發,ㄧˋ　ㄈㄚ,yì fā,
591200002,益智,ㄧˋ　ㄓˋ,yì zhì,
591200003,益處,ㄧˋ　ㄔㄨˋ,yì chù,
5912000031,益蟲,ㄧˋ　ㄔㄨㄥˊ,yì chóng,
591200004,益壽,ㄧˋ　ㄕㄡˋ,yì shòu,
591200005,益友,ㄧˋ　ㄧㄡˇ,yì yǒu,
5913,溢,ㄧˋ,yì,
591300000,溢美,ㄧˋ　ㄇㄟˇ,yì měi,
591300001,溢洪道,ㄧˋ　ㄏㄨㄥˊ　ㄉㄠˋ,yì hóng dào,
591300003,溢收,ㄧˋ　ㄕㄡ,yì shōu,
591300004,溢於言表,ㄧˋ　ㄩˊ　ㄧㄢˊ　ㄅㄧㄠˇ,yì yú yán biǎo,
5914,縊,ㄧˋ,yì,
5915,鎰,ㄧˋ,yì,
5916,射,(二)ㄧˋ,(二)yì,(一)ㄕㄜˋ　　shè（4974）<br>(三)ㄧㄝˋ　　yè（5984）<br>
5917,異,ㄧˋ,yì,
591700001,異邦,ㄧˋ　ㄅㄤ,yì bāng,
5917000011,異稟,ㄧˋ　ㄅㄧㄥˇ,yì bǐng,
591700002,異母,ㄧˋ　ㄇㄨˇ,yì mǔ,
591700003,異父,ㄧˋ　ㄈㄨˋ,yì fù,
591700004,異地,ㄧˋ　ㄉㄧˋ,yì dì,
591700005,異端,ㄧˋ　ㄉㄨㄢ,yì duān,
591700006,異動,ㄧˋ　ㄉㄨㄥˋ,yì dòng,
591700008,異類,ㄧˋ　ㄌㄟˋ,yì lèi,
591700010,異國,ㄧˋ　ㄍㄨㄛˊ,yì guó,
591700011,異口同聲,ㄧˋ　ㄎㄡˇ　ㄊㄨㄥˊ　ㄕㄥ,yì kǒu tóng shēng,
5917000111,異化,ㄧˋ　ㄏㄨㄚˋ,yì huà,
591700012,異己,ㄧˋ　ㄐㄧˇ,yì jǐ,
591700013,異軍突起,ㄧˋ　ㄐㄩㄣ　ㄊㄨˊ　ㄑㄧˇ,yì jūn tú qǐ,
591700014,異曲同工,ㄧˋ　ㄑㄩˇ　ㄊㄨㄥˊ　ㄍㄨㄥ,yì qǔ tóng gōng,
