字詞號,字詞名,注音一式,漢語拼音,多音參見訊息
5917000141,異心,ㄧˋ　ㄒㄧㄣ,yì xīn,
591700015,異鄉,ㄧˋ　ㄒㄧㄤ,yì xiāng,
591700016,異想天開,ㄧˋ　ㄒㄧㄤˇ　ㄊㄧㄢ　ㄎㄞ,yì xiǎng tiān kāi,
591700017,異性,ㄧˋ　ㄒㄧㄥˋ,yì xìng,
591700018,異狀,ㄧˋ　ㄓㄨㄤˋ,yì zhuàng,
591700019,異常,ㄧˋ　ㄔㄤˊ,yì cháng,
591700020,異數,ㄧˋ　ㄕㄨˋ,yì shù,
591700021,異人,ㄧˋ　ㄖㄣˊ,yì rén,
591700022,異族,ㄧˋ　ㄗㄨˊ,yì zú,
591700023,異彩,ㄧˋ　ㄘㄞˇ,yì cǎi,
591700024,異議,ㄧˋ　ㄧˋ,yì yì,
591700025,異樣,ㄧˋ　ㄧㄤˋ,yì yàng,
591700026,異味,ㄧˋ　ㄨㄟˋ,yì wèi,
591700027,異域,ㄧˋ　ㄩˋ,yì yù,
5918,翼,ㄧˋ,yì,
5919,逸,ㄧˋ,yì,
591900001,逸品,ㄧˋ　ㄆㄧㄣˇ,yì pǐn,
591900002,逸樂,ㄧˋ　ㄌㄜˋ,yì lè,
591900003,逸趣橫生,ㄧˋ　ㄑㄩˋ　ㄏㄥˊ　ㄕㄥ,yì qù héng shēng,
591900004,逸興,ㄧˋ　ㄒㄧㄥˋ,yì xìng,
591900005,逸事,ㄧˋ　ㄕˋ,yì shì,
591900006,逸聞,ㄧˋ　ㄨㄣˊ,yì wén,
5920,義,ㄧˋ,yì,
592000000,義薄雲天,ㄧˋ　ㄅㄛˊ　ㄩㄣˊ　ㄊㄧㄢ,yì bó yún tiān,
592000002,義不容辭,ㄧˋ　ㄅㄨˋ　ㄖㄨㄥˊ　ㄘˊ,yì bù róng cí,
592000003,義賣,ㄧˋ　ㄇㄞˋ,yì mài,
592000004,義民,ㄧˋ　ㄇㄧㄣˊ,yì mín,
592000005,義母,ㄧˋ　ㄇㄨˇ,yì mǔ,
5920000051,義憤,ㄧˋ　ㄈㄣˋ,yì fèn,
592000006,義憤填膺,ㄧˋ　ㄈㄣˋ　ㄊㄧㄢˊ　ㄧㄥ,yì fèn tián yīng,
592000007,義父,ㄧˋ　ㄈㄨˋ,yì fù,
592000008,義弟,ㄧˋ　ㄉㄧˋ,yì dì,
5920000081,義女,ㄧˋ　ㄋㄩˇ,yì nǚ,
592000009,義理,ㄧˋ　ㄌㄧˇ,yì lǐ,
592000010,義工,ㄧˋ　ㄍㄨㄥ,yì gōng,
5920000101,義結金蘭,ㄧˋ　ㄐㄧㄝˊ　ㄐㄧㄣ　ㄌㄢˊ,yì jié jīn lán,
592000011,義警,ㄧˋ　ㄐㄧㄥˇ,yì jǐng,
592000012,義舉,ㄧˋ　ㄐㄩˇ,yì jǔ,
592000013,義軍,ㄧˋ　ㄐㄩㄣ,yì jūn,
592000014,義氣,ㄧˋ　ㄑㄧˋ,yì qì,
5920000141,義犬,ㄧˋ　ㄑㄩㄢˇ,yì quǎn,
592000016,義肢,ㄧˋ　ㄓ,yì zhī,
592000017,義診,ㄧˋ　ㄓㄣˇ,yì zhěn,
592000018,義正詞嚴,ㄧˋ　ㄓㄥˋ　ㄘˊ　ㄧㄢˊ,yì zhèng cí yán,
5920000180,義齒,ㄧˋ　ㄔˇ,yì chǐ,
5920000181,義士,ㄧˋ　ㄕˋ,yì shì,
592000019,義子,ㄧˋ　ㄗˇ,yì zǐ,
592000020,義演,ㄧˋ　ㄧㄢˇ,yì yǎn,
592000021,義無反顧,ㄧˋ　ㄨˊ　ㄈㄢˇ　ㄍㄨˋ,yì wú fǎn gù,
592000022,義務,ㄧˋ　ㄨˋ,yì wù,
592000024,義勇,ㄧˋ　ㄩㄥˇ,yì yǒng,
592000025,義勇軍,ㄧˋ　ㄩㄥˇ　ㄐㄩㄣ,yì yǒng jūn,
5921,議,ㄧˋ,yì,
592100001,議定,ㄧˋ　ㄉㄧㄥˋ,yì dìng,
592100002,議題,ㄧˋ　ㄊㄧˊ,yì tí,
592100003,議論,ㄧˋ　ㄌㄨㄣˋ,yì lùn,
592100004,議和,ㄧˋ　ㄏㄜˊ,yì hé,
592100005,議會,ㄧˋ　ㄏㄨㄟˋ,yì huì,
592100006,議價,ㄧˋ　ㄐㄧㄚˋ,yì jià,
592100007,議決,ㄧˋ　ㄐㄩㄝˊ,yì jué,
592100008,議長論短,ㄧˋ　ㄔㄤˊ　ㄌㄨㄣˋ　ㄉㄨㄢˇ,yì cháng lùn duǎn,
592100009,議場,ㄧˋ　ㄔㄤˇ,yì chǎng,
592100010,議程,ㄧˋ　ㄔㄥˊ,yì chéng,
5921000101,議處,ㄧˋ　ㄔㄨˇ,yì chǔ,
592100011,議事,ㄧˋ　ㄕˋ,yì shì,
592100012,議案,ㄧˋ　ㄢˋ,yì àn,
592100013,議員,ㄧˋ　ㄩㄢˊ,yì yuán,
592100014,議院,ㄧˋ　ㄩㄢˋ,yì yuàn,
5922,意,ㄧˋ,yì,
592200000,意表,ㄧˋ　ㄅㄧㄠˇ,yì biǎo,
592200001,意圖,ㄧˋ　ㄊㄨˊ,yì tú,
592200002,意念,ㄧˋ　ㄋㄧㄢˋ,yì niàn,
592200003,意料,ㄧˋ　ㄌㄧㄠˋ,yì liào,
592200004,意會,ㄧˋ　ㄏㄨㄟˋ,yì huì,
592200005,意見,ㄧˋ　ㄐㄧㄢˋ,yì jiàn,
5922000051,意見領袖,ㄧˋ　ㄐㄧㄢˋ　ㄌㄧㄥˇ　ㄒㄧㄡˋ,yì jiàn lǐng xiù,
592200006,意境,ㄧˋ　ㄐㄧㄥˋ,yì jìng,
592200007,意氣,ㄧˋ　ㄑㄧˋ,yì qì,
592200008,意氣風發,ㄧˋ　ㄑㄧˋ　ㄈㄥ　ㄈㄚ,yì qì fēng fā,
592200009,意氣用事,ㄧˋ　ㄑㄧˋ　ㄩㄥˋ　ㄕˋ,yì qì yòng shì,
592200010,意趣,ㄧˋ　ㄑㄩˋ,yì qù,
592200011,意下,ㄧˋ　ㄒㄧㄚˋ,yì xià,
592200012,意向,ㄧˋ　ㄒㄧㄤˋ,yì xiàng,
592200014,意象,ㄧˋ　ㄒㄧㄤˋ,yì xiàng,
592200015,意興,ㄧˋ　ㄒㄧㄥˋ,yì xìng,
592200016,意興闌珊,ㄧˋ　ㄒㄧㄥˋ　ㄌㄢˊ　ㄕㄢ,yì xìng lán shān,
592200017,意旨,ㄧˋ　ㄓˇ,yì zhǐ,
592200018,意志,ㄧˋ　ㄓˋ,yì zhì,
5922000181,意志消沉,ㄧˋ　ㄓˋ　ㄒㄧㄠ　ㄔㄣˊ,yì zhì xiāo chén,
592200019,意中人,ㄧˋ　ㄓㄨㄥ　ㄖㄣˊ,yì zhōng rén,
592200020,意識,ㄧˋ　ㄕˋ,yì shì,
5922000201,意識流電影,ㄧˋ　ㄕˋ　ㄌㄧㄡˊ　ㄉㄧㄢˋ　ㄧㄥˇ,yì shì liú diàn yǐng,
592200021,意識型態,ㄧˋ　ㄕˋ　ㄒㄧㄥˊ　ㄊㄞˋ,yì shì xíng tài,
592200022,意在言外,ㄧˋ　ㄗㄞˋ　ㄧㄢˊ　ㄨㄞˋ,yì zài yán wài,
592200023,意思,(一)ㄧˋ　˙ㄙ,(一)yì si,(二)ㄧˋ　ㄙ　yì sī（5922000221）<br>
592200024,意義,ㄧˋ　ㄧˋ,yì yì,
5922000241,意譯,ㄧˋ　ㄧˋ,yì yì,
592200025,意猶未盡,ㄧˋ　ㄧㄡˊ　ㄨㄟˋ　ㄐㄧㄣˋ,yì yóu wèi jìn,
592200026,意淫,ㄧˋ　ㄧㄣˊ,yì yín,
592200027,意外,ㄧˋ　ㄨㄞˋ,yì wài,
592200028,意外險,ㄧˋ　ㄨㄞˋ　ㄒㄧㄢˇ,yì wài xiǎn,
592200029,意外事件,ㄧˋ　ㄨㄞˋ　ㄕˋ　ㄐㄧㄢˋ,yì wài shì jiàn,
592200030,意味,ㄧˋ　ㄨㄟˋ,yì wèi,
592200031,意欲,ㄧˋ　ㄩˋ,yì yù,
592200032,意願,ㄧˋ　ㄩㄢˋ,yì yuàn,
5923,億,ㄧˋ,yì,
592300001,億萬,ㄧˋ　ㄨㄢˋ,yì wàn,
5924,憶,ㄧˋ,yì,
592400001,憶念,ㄧˋ　ㄋㄧㄢˋ,yì niàn,
5925,噫,ㄧˋ,yì,
5926,薏,ㄧˋ,yì,
592600000,薏仁,ㄧˋ　ㄖㄣˊ,yì rén,
592600001,薏苡,ㄧˋ　ㄧˇ,yì yǐ,
5927,臆,ㄧˋ,yì,
592700000,臆度,ㄧˋ　ㄉㄨㄛˋ,yì duò,
592700001,臆測,ㄧˋ　ㄘㄜˋ,yì cè,
5928,詣,ㄧˋ,yì,
5929,肄,ㄧˋ,yì,
592900001,肄業,ㄧˋ　ㄧㄝˋ,yì yè,
5930,熠,ㄧˋ,yì,
593000001,熠熠紅星,ㄧˋ　ㄧˋ　ㄏㄨㄥˊ　ㄒㄧㄥ,yì yì hóng xīng,
593000002,熠熠閃亮,ㄧˋ　ㄧˋ　ㄕㄢˇ　ㄌㄧㄤˋ,yì yì shǎn liàng,
5931,毅,ㄧˋ,yì,
593100001,毅力,ㄧˋ　ㄌㄧˋ,yì lì,
593100002,毅然,ㄧˋ　ㄖㄢˊ,yì rán,
593100003,毅然決然,ㄧˋ　ㄖㄢˊ　ㄐㄩㄝˊ　ㄖㄢˊ,yì rán jué rán,
5932,誼,ㄧˋ,yì,
5933,瘞,ㄧˋ,yì,
5934,殪,ㄧˋ,yì,
5935,劓,ㄧˋ,yì,
5936,翳,ㄧˋ,yì,
5937,藝,ㄧˋ,yì,
593700001,藝品,ㄧˋ　ㄆㄧㄣˇ,yì pǐn,
593700002,藝名,ㄧˋ　ㄇㄧㄥˊ,yì míng,
593700003,藝壇,ㄧˋ　ㄊㄢˊ,yì tán,
593700004,藝能,ㄧˋ　ㄋㄥˊ,yì néng,
593700005,藝廊,ㄧˋ　ㄌㄤˊ,yì láng,
593700006,藝妓,ㄧˋ　ㄐㄧˋ,yì jì,
593700007,藝展,ㄧˋ　ㄓㄢˇ,yì zhǎn,
593700008,藝術,ㄧˋ　ㄕㄨˋ,yì shù,
593700009,藝術品,ㄧˋ　ㄕㄨˋ　ㄆㄧㄣˇ,yì shù pǐn,
593700010,藝術家,ㄧˋ　ㄕㄨˋ　ㄐㄧㄚ,yì shù jiā,
593700011,藝術性,ㄧˋ　ㄕㄨˋ　ㄒㄧㄥˋ,yì shù xìng,
593700012,藝人,ㄧˋ　ㄖㄣˊ,yì rén,
593700013,藝文,ㄧˋ　ㄨㄣˊ,yì wén,
593700014,藝文活動,ㄧˋ　ㄨㄣˊ　ㄏㄨㄛˊ　ㄉㄨㄥˋ,yì wén huó dòng,
593700015,藝苑,ㄧˋ　ㄩㄢˋ,yì yuàn,
5938,囈,ㄧˋ,yì,
593800001,囈語,ㄧˋ　ㄩˇ,yì yǔ,
5939,繹,ㄧˋ,yì,
5940,譯,ㄧˋ,yì,
594000001,譯本,ㄧˋ　ㄅㄣˇ,yì běn,
5940000011,譯筆,ㄧˋ　ㄅㄧˇ,yì bǐ,
594000002,譯名,ㄧˋ　ㄇㄧㄥˊ,yì míng,
594000003,譯者,ㄧˋ　ㄓㄜˇ,yì zhě,
594000004,譯著,ㄧˋ　ㄓㄨˋ,yì zhù,
594000005,譯音,ㄧˋ　ㄧㄣ,yì yīn,
594000006,譯員,ㄧˋ　ㄩㄢˊ,yì yuán,
5941,驛,ㄧˋ,yì,
594100001,驛馬,ㄧˋ　ㄇㄚˇ,yì mǎ,
5942,懿,ㄧˋ,yì,
594200001,懿德,ㄧˋ　ㄉㄜˊ,yì dé,
594200003,懿旨,ㄧˋ　ㄓˇ,yì zhǐ,
5943,丫,ㄧㄚ,yā,
594300001,丫頭,ㄧㄚ　˙ㄊㄡ,yā tou,
594300002,丫鬟,ㄧㄚ　ㄏㄨㄢˊ,yā huán,
5944,呀,(一)ㄧㄚ,(一)yā,(二)˙ㄧㄚ　　ya（5964）<br>
5945,鴉,ㄧㄚ,yā,
594500001,鴉片,ㄧㄚ　ㄆㄧㄢˋ,yā piàn,
594500002,鴉雀無聲,ㄧㄚ　ㄑㄩㄝˋ　ㄨˊ　ㄕㄥ,yā què wú shēng,
5946,押,ㄧㄚ,yā,
594600000,押寶,ㄧㄚ　ㄅㄠˇ,yā bǎo,
5946000011,押花,ㄧㄚ　ㄏㄨㄚ,yā huā,
594600003,押匯,ㄧㄚ　ㄏㄨㄟˋ,yā huì,
594600004,押解,ㄧㄚ　ㄐㄧㄝˋ,yā jiè,
594600005,押金,ㄧㄚ　ㄐㄧㄣ,yā jīn,
5946000051,押寨夫人,ㄧㄚ　ㄓㄞˋ　ㄈㄨ　ㄖㄣˊ,yā zhài fū rén,
594600006,押注,ㄧㄚ　ㄓㄨˋ,yā zhù,
594600007,押送,ㄧㄚ　ㄙㄨㄥˋ,yā sòng,
594600008,押運,ㄧㄚ　ㄩㄣˋ,yā yùn,
594600009,押韻,ㄧㄚ　ㄩㄣˋ,yā yùn,
5947,鴨,ㄧㄚ,yā,
594700001,鴨蛋,ㄧㄚ　ㄉㄢˋ,yā dàn,
5947000011,鴨蛋臉,ㄧㄚ　ㄉㄢˋ　ㄌㄧㄢˇ,yā dàn liǎn,
594700002,鴨舌帽,ㄧㄚ　ㄕㄜˊ　ㄇㄠˋ,yā shé mào,
594700003,鴨子,ㄧㄚ　˙ㄗ,yā zi,
594700004,鴨嘴獸,ㄧㄚ　ㄗㄨㄟˇ　ㄕㄡˋ,yā zuǐ shòu,
5947A,啞,(二)ㄧㄚ,(二)yā,(一)ㄧㄚˇ　　yǎ（5956）<br>
5947A0001,啞啞,ㄧㄚ　ㄧㄚ,yā yā,
5948,椏,ㄧㄚ,yā,
5949,壓,ㄧㄚ,yā,
594900001,壓迫,ㄧㄚ　ㄆㄛˋ,yā pò,
594900002,壓倒,ㄧㄚ　ㄉㄠˇ,yā dǎo,
594900003,壓倒性,ㄧㄚ　ㄉㄠˇ　ㄒㄧㄥˋ,yā dǎo xìng,
594900004,壓低,ㄧㄚ　ㄉㄧ,yā dī,
5949000041,壓條法,ㄧㄚ　ㄊㄧㄠˊ　ㄈㄚˇ,yā tiáo fǎ,
594900005,壓力,ㄧㄚ　ㄌㄧˋ,yā lì,
5949000051,壓力團體,ㄧㄚ　ㄌㄧˋ　ㄊㄨㄢˊ　ㄊㄧˇ,yā lì tuán tǐ,
594900006,壓根兒,ㄧㄚ　ㄍㄣㄦ　（變）ㄧㄚ　ㄍㄜㄦ,yā gēnr　（變）yā gēr,
594900007,壓驚,ㄧㄚ　ㄐㄧㄥ,yā jīng,
594900008,壓境,ㄧㄚ　ㄐㄧㄥˋ,yā jìng,
594900009,壓線,ㄧㄚ　ㄒㄧㄢˋ,yā xiàn,
594900010,壓箱底,ㄧㄚ　ㄒㄧㄤ　ㄉㄧˇ,yā xiāng dǐ,
594900011,壓制,ㄧㄚ　ㄓˋ,yā zhì,
594900012,壓榨,ㄧㄚ　ㄓㄚˋ,yā zhà,
594900013,壓軸,ㄧㄚ　ㄓㄡˊ,yā zhóu,
594900014,壓陣,ㄧㄚ　ㄓㄣˋ,yā zhèn,
594900015,壓住,ㄧㄚ　ㄓㄨˋ,yā zhù,
594900016,壓縮,ㄧㄚ　ㄙㄨㄛ,yā suō,
594900017,壓歲錢,ㄧㄚ　ㄙㄨㄟˋ　ㄑㄧㄢˊ,yā suì qián,
594900018,壓抑,ㄧㄚ　ㄧˋ,yā yì,
5950,牙,ㄧㄚˊ,yá,
595000001,牙膏,ㄧㄚˊ　ㄍㄠ,yá gāo,
5950000011,牙關,ㄧㄚˊ　ㄍㄨㄢ,yá guān,
595000002,牙科,ㄧㄚˊ　ㄎㄜ,yá kē,
5950000021,牙慧,ㄧㄚˊ　ㄏㄨㄟˋ,yá huì,
595000003,牙籤,ㄧㄚˊ　ㄑㄧㄢ,yá qiān,
595000004,牙齒,ㄧㄚˊ　ㄔˇ,yá chǐ,
595000005,牙刷,ㄧㄚˊ　ㄕㄨㄚ,yá shuā,
595000006,牙醫,ㄧㄚˊ　ㄧ,yá yī,
5950000061,牙牙學語,ㄧㄚˊ　ㄧㄚˊ　ㄒㄩㄝˊ　ㄩˇ,yá yá xué yǔ,
595000007,牙齦,ㄧㄚˊ　ㄧㄣˊ,yá yín,
5951,枒,ㄧㄚˊ,yá,
595100001,枒杈,ㄧㄚˊ　ㄔㄚ,yá chā,
5952,芽,ㄧㄚˊ,yá,
5953,蚜,ㄧㄚˊ,yá,
595300001,蚜蟲,ㄧㄚˊ　ㄔㄨㄥˊ,yá chóng,
5954,涯,ㄧㄚˊ,yá,
5955,衙,ㄧㄚˊ,yá,
595500001,衙門,ㄧㄚˊ　ㄇㄣˊ,yá mén,
5956,啞,(一)ㄧㄚˇ,(一)yǎ,(二)ㄧㄚ　　yā（5947A）<br>
595600001,啞巴,ㄧㄚˇ　ㄅㄚ　（變）ㄧㄚˇ　˙ㄅㄚ,yǎ bā （變）yǎ ba,
5956000011,啞巴吃黃連,ㄧㄚˇ　ㄅㄚ　ㄔ　ㄏㄨㄤˊ　ㄌㄧㄢˊ　（變）ㄧㄚˇ　˙ㄅㄚ　ㄔ　ㄏㄨㄤˊ　ㄌㄧㄢˊ,yǎ bā chī huáng lián （變）yǎ ba chī huáng lián,
5956000021,啞謎,ㄧㄚˇ　ㄇㄧˊ,yǎ mí,
595600003,啞鈴,ㄧㄚˇ　ㄌㄧㄥˊ,yǎ líng,
595600004,啞口無言,ㄧㄚˇ　ㄎㄡˇ　ㄨˊ　ㄧㄢˊ,yǎ kǒu wú yán,
5956000041,啞劇,ㄧㄚˇ　ㄐㄩˋ,yǎ jù,
595600005,啞然失笑,ㄧㄚˇ　ㄖㄢˊ　ㄕ　ㄒㄧㄠˋ,yǎ rán shī xiào,
5957,氬,ㄧㄚˇ,yǎ,
5958,雅,ㄧㄚˇ,yǎ,
595800000,雅痞,ㄧㄚˇ　ㄆㄧˇ,yǎ pǐ,
595800001,雅量,ㄧㄚˇ　ㄌㄧㄤˋ,yǎ liàng,
5958000011,雅觀,ㄧㄚˇ　ㄍㄨㄢ,yǎ guān,
595800002,雅號,ㄧㄚˇ　ㄏㄠˋ,yǎ hào,
595800003,雅趣,ㄧㄚˇ　ㄑㄩˋ,yǎ qù,
595800004,雅興,ㄧㄚˇ　ㄒㄧㄥˋ,yǎ xìng,
5958000041,雅致,ㄧㄚˇ　ㄓˋ,yǎ zhì,
5958000042,雅緻,ㄧㄚˇ　ㄓˋ,yǎ zhì,
5958000051,雅正,ㄧㄚˇ　ㄓㄥˋ,yǎ zhèng,
5958000052,雅士,ㄧㄚˇ　ㄕˋ,yǎ shì,
595800006,雅俗共賞,ㄧㄚˇ　ㄙㄨˊ　ㄍㄨㄥˋ　ㄕㄤˇ,yǎ sú gòng shǎng,
595800007,雅言,ㄧㄚˇ　ㄧㄢˊ,yǎ yán,
595800008,雅樂,ㄧㄚˇ　ㄩㄝˋ,yǎ yuè,
5959,亞,ㄧㄚˋ,yà,
595900001,亞麻,ㄧㄚˋ　ㄇㄚˊ,yà má,
595900002,亞太地區,ㄧㄚˋ　ㄊㄞˋ　ㄉㄧˋ　ㄑㄩ,yà tài dì qū,
5959000021,亞太經合會,ㄧㄚˋ　ㄊㄞˋ　ㄐㄧㄥ　ㄏㄜˊ　ㄏㄨㄟˋ,yà tài jīng hé huì,
595900003,亞軍,ㄧㄚˋ　ㄐㄩㄣ,yà jūn,
595900004,亞熱帶,ㄧㄚˋ　ㄖㄜˋ　ㄉㄞˋ,yà rè dài,
595900005,亞裔,ㄧㄚˋ　ㄧˋ,yà yì,
595900006,亞運,ㄧㄚˋ　ㄩㄣˋ,yà yùn,
5960,軋,(一)ㄧㄚˋ,(一)yà,(二)ㄍㄚˊ　　gá（2193）<br>
596000001,軋鋼,ㄧㄚˋ　ㄍㄤ,yà gāng,
5961,迓,ㄧㄚˋ,yà,
5962,訝,ㄧㄚˋ,yà,
596200001,訝異,ㄧㄚˋ　ㄧˋ,yà yì,
5963,揠,ㄧㄚˋ,yà,
596300001,揠苗助長,ㄧㄚˋ　ㄇㄧㄠˊ　ㄓㄨˋ　ㄓㄤˇ,yà miáo zhù zhǎng,
5964,呀,(二)˙ㄧㄚ,(二)ya,(一)ㄧㄚ　　yā（5944）<br>
5965,唷,ㄧㄛ,yō,
5966,掖,(二)ㄧㄝ,(二)yē,(一)ㄧㄝˋ　　yè（5980）<br>
5967,噎,ㄧㄝ,yē,
5968,邪,(二)ㄧㄝˊ,(二)yé,(一)ㄒㄧㄝˊ　　xié（3917）<br>
5969,琊,ㄧㄝˊ,yé,
5970,耶,ㄧㄝˊ,yé,
597000001,耶誕節,ㄧㄝˊ　ㄉㄢˋ　ㄐㄧㄝˊ,yé dàn jié,
5971,揶,ㄧㄝˊ,yé,
597100001,揶揄,ㄧㄝˊ　ㄩˊ,yé yú,
5972,爺,ㄧㄝˊ,yé,
597200001,爺爺,ㄧㄝˊ　˙ㄧㄝ,yé ye,
5973,椰,ㄧㄝˊ,yé,
597300001,椰子,ㄧㄝˊ　˙ㄗ,yé zi,
5974,斜,(二)ㄧㄝˊ,(二)yé,(一)ㄒㄧㄝˊ　　xié（3923）<br>
597400001,斜谷,ㄧㄝˊ　ㄍㄨˇ,yé gǔ,
5975,也,ㄧㄝˇ,yě,
597500001,也罷,ㄧㄝˇ　ㄅㄚˋ,yě bà,
597500002,也許,ㄧㄝˇ　ㄒㄩˇ,yě xǔ,
5976,冶,ㄧㄝˇ,yě,
597600001,冶煉,ㄧㄝˇ　ㄌㄧㄢˋ,yě liàn,
5976000021,冶豔,ㄧㄝˇ　ㄧㄢˋ,yě yàn,
5977,野,ㄧㄝˇ,yě,
597700001,野蠻,ㄧㄝˇ　ㄇㄢˊ,yě mán,
597700002,野臺戲,ㄧㄝˇ　ㄊㄞˊ　ㄒㄧˋ,yě tái xì,
597700003,野鳥,ㄧㄝˇ　ㄋㄧㄠˇ,yě niǎo,
597700004,野孩子,ㄧㄝˇ　ㄏㄞˊ　˙ㄗ,yě hái zi,
597700005,野花,ㄧㄝˇ　ㄏㄨㄚ,yě huā,
597700006,野火,ㄧㄝˇ　ㄏㄨㄛˇ,yě huǒ,
597700007,野雞,ㄧㄝˇ　ㄐㄧ,yě jī,
5977000071,野雞車,ㄧㄝˇ　ㄐㄧ　ㄔㄜ,yě jī chē,
597700008,野心,ㄧㄝˇ　ㄒㄧㄣ,yě xīn,
5977000081,野心勃勃,ㄧㄝˇ　ㄒㄧㄣ　ㄅㄛˊ　ㄅㄛˊ,yě xīn bó bó,
597700009,野心家,ㄧㄝˇ　ㄒㄧㄣ　ㄐㄧㄚ,yě xīn jiā,
597700010,野戰,ㄧㄝˇ　ㄓㄢˋ,yě zhàn,
597700011,野種,ㄧㄝˇ　ㄓㄨㄥˇ,yě zhǒng,
597700012,野史,ㄧㄝˇ　ㄕˇ,yě shǐ,
5977000121,野手選擇,ㄧㄝˇ　ㄕㄡˇ　ㄒㄩㄢˇ　ㄗㄜˊ,yě shǒu xuǎn zé,
597700013,野獸,ㄧㄝˇ　ㄕㄡˋ,yě shòu,
597700014,野生,ㄧㄝˇ　ㄕㄥ,yě shēng,
597700015,野生動物,ㄧㄝˇ　ㄕㄥ　ㄉㄨㄥˋ　ㄨˋ,yě shēng dòng wù,
5977000151,野人獻曝,ㄧㄝˇ　ㄖㄣˊ　ㄒㄧㄢˋ　ㄆㄨˋ,yě rén xiàn pù,
597700016,野菜,ㄧㄝˇ　ㄘㄞˋ,yě cài,
597700017,野餐,ㄧㄝˇ　ㄘㄢ,yě cān,
597700018,野營,ㄧㄝˇ　ㄧㄥˊ,yě yíng,
597700019,野外,ㄧㄝˇ　ㄨㄞˋ,yě wài,
597700020,野味,ㄧㄝˇ　ㄨㄟˋ,yě wèi,
5978,夜,ㄧㄝˋ,yè,
597800001,夜班,ㄧㄝˋ　ㄅㄢ,yè bān,
597800002,夜半,ㄧㄝˋ　ㄅㄢˋ,yè bàn,
5978000021,夜不閉戶,ㄧㄝˋ　ㄅㄨˋ　ㄅㄧˋ　ㄏㄨˋ　（變）ㄧㄝˋ　ㄅㄨˊ　ㄅㄧˋ　ㄏㄨˋ,yè bù bì hù　（變）yè bú bì hù,
597800003,夜貓子,ㄧㄝˋ　ㄇㄠ　˙ㄗ,yè māo zi,
5978000031,夜盲症,ㄧㄝˋ　ㄇㄤˊ　ㄓㄥˋ,yè máng zhèng,
5978000032,夜明珠,ㄧㄝˋ　ㄇㄧㄥˊ　ㄓㄨ,yè míng zhū,
5978000033,夜幕,ㄧㄝˋ　ㄇㄨˋ,yè mù,
597800004,夜幕低垂,ㄧㄝˋ　ㄇㄨˋ　ㄉㄧ　ㄔㄨㄟˊ,yè mù dī chuí,
597800005,夜來香,ㄧㄝˋ　ㄌㄞˊ　ㄒㄧㄤ,yè lái xiāng,
597800006,夜闌人靜,ㄧㄝˋ　ㄌㄢˊ　ㄖㄣˊ　ㄐㄧㄥˋ,yè lán rén jìng,
597800007,夜郎自大,ㄧㄝˋ　ㄌㄤˊ　ㄗˋ　ㄉㄚˋ,yè láng zì dà,
5978000071,夜光杯,ㄧㄝˋ　ㄍㄨㄤ　ㄅㄟ,yè guāng bēi,
597800008,夜壺,ㄧㄝˋ　ㄏㄨˊ,yè hú,
597800009,夜間,ㄧㄝˋ　ㄐㄧㄢ,yè jiān,
597800010,夜間部,ㄧㄝˋ　ㄐㄧㄢ　ㄅㄨˋ,yè jiān bù,
597800011,夜景,ㄧㄝˋ　ㄐㄧㄥˇ,yè jǐng,
597800012,夜曲,ㄧㄝˋ　ㄑㄩˇ,yè qǔ,
597800013,夜襲,ㄧㄝˋ　ㄒㄧˊ,yè xí,
597800014,夜校,ㄧㄝˋ　ㄒㄧㄠˋ,yè xiào,
597800015,夜叉,ㄧㄝˋ　ㄔㄚ,yè chā,
597800016,夜車,ㄧㄝˋ　ㄔㄜ,yè chē,
597800017,夜長夢多,ㄧㄝˋ　ㄔㄤˊ　ㄇㄥˋ　ㄉㄨㄛ,yè cháng mèng duō,
597800018,夜場,ㄧㄝˋ　ㄔㄤˇ,yè chǎng,
597800019,夜市,ㄧㄝˋ　ㄕˋ,yè shì,
5978000191,夜視設備,ㄧㄝˋ　ㄕˋ　ㄕㄜˋ　ㄅㄟˋ,yè shì shè bèi,
597800021,夜總會,ㄧㄝˋ　ㄗㄨㄥˇ　ㄏㄨㄟˋ,yè zǒng huì,
597800022,夜色,ㄧㄝˋ　ㄙㄜˋ,yè sè,
597800023,夜以繼日,ㄧㄝˋ　ㄧˇ　ㄐㄧˋ　ㄖˋ,yè yǐ jì rì,
597800024,夜遊,ㄧㄝˋ　ㄧㄡˊ,yè yóu,
597800025,夜鶯,ㄧㄝˋ　ㄧㄥ,yè yīng,
597800026,夜晚,ㄧㄝˋ　ㄨㄢˇ,yè wǎn,
5979,液,ㄧㄝˋ,yè,
597900001,液態,ㄧㄝˋ　ㄊㄞˋ,yè tài,
597900002,液體,ㄧㄝˋ　ㄊㄧˇ,yè tǐ,
597900003,液化,ㄧㄝˋ　ㄏㄨㄚˋ,yè huà,
5979000031,液化天然氣,ㄧㄝˋ　ㄏㄨㄚˋ　ㄊㄧㄢ　ㄖㄢˊ　ㄑㄧˋ,yè huà tiān rán qì,
5979000032,液化石油氣,ㄧㄝˋ　ㄏㄨㄚˋ　ㄕˊ　ㄧㄡˊ　ㄑㄧˋ,yè huà shí yóu qì,
5979000033,液晶,ㄧㄝˋ　ㄐㄧㄥ,yè jīng,
