㓦劃	bohua
謔浪笑敖	nuelangxiaoao
謔浪話頭	nuelanghuatou
謔稱	nuecheng
謔而不虐	nueerbunue
謔親	nueqin
謔謔	nuenue
謙受益，滿招損	qianshouyi,manzhaosun
謙洽	qianxia
講盤兒	jiangpanr
講盤兒	jiangpar
謝勒	xiele
謝天謝地	xietianxiedi
謞謞	xuexue
謾天昧地	mantianmeidi
謾天謾地	mantianmandi
譚天說地	tantianshuodi
譜兒	pur
警角	jingjue
譨譨	nounou
譬似閑	pisixian
譯著	yizhu
議長論短	yichanglunduan
護從	huzong
護禿兒	hutur
譽塞天下	yusetianxia
譾薄之材	jianbozhicai
讀萬卷書，行萬里路	duwanjuanshu,xingwanlilu
變徵	bianzhi
變徵之聲	bianzhizhisheng
變徵之音	bianzhizhiyin
變法兒	bianfar
讎校	choujiao
讓禮一寸，得禮一尺	rangliyicun,deliyichi
讘䛟	zhejia
讚唄	zanbai
谷地	gudi
谷都	gudu
谿壑	xihuo
谿壑無厭	xihuowuyan
豁亮	heliang
豁地	huodi
豁拳	huaquan
豁然省悟	huoranxingwu
豆兒大	dourda
豆嘴兒	douzuer
豆嘴兒	douzuir
豆脯	doufu
豆腐嘴，刀子心	doufuzui,daozixin
豆豉	douchi
豆豉油	douchiyou
豆重榆瞑	douzhongyumian
豈弟	kaiti
豈弟君子	kaitijunzi
豉蟲	chichong
豐殺	fengshai
豐若有肌，柔若無骨	fengruoyouji,rouruowugu
豕交獸畜	shijiaoshouxu
豚拍	tunbo
豚柵	tunzha
象傳	xiangzhuan
象櫛	xiangjie
象瑱	xiangtian
象車	xiangju
豪忕	haotai
豫西山地	yuxishandi
豬仔	zhuzai
豬八戒吃人參果	zhubajiechirenshenguo
豬圈	zhujuan
豹死留皮，人死留名	baosiliupi,rensiliuming
豺狼塞路	chailangselu
貂不足，狗尾續	diaobuzu,gouweixu
貉一丘	heyiqiu
貉子	hezi
貉絨	herong
貌不驚人，言不壓眾	maobujingren,yanbuyazhong
貌似	maosi
貓兒	maor
貓兒洗臉	maorxilian
貓兒眼	maoryan
貓兒臉	maorlian
貓兒見了魚鮮飯	maorjianleyuxianfan
貓兒頭	maortou
貓兒頭差事	maortouchaishi
貓兒頭生活	maortoushenghuo
貓兒食	maorshi
貓溺	maoniao
貝他蛻變	beitashuibian
貝伽特症候群	beiqietezhenghouqun
貝克勒	beikele
貝勒	beile
貝爾格勒	beiergele
貞卜文字	zhenbuwenzi
貞白	zhenbo
負乘致寇	fushengzhikou
負老攜幼	fulaoxiyou
財匱力絀	caikuilichu
貢寮	gongliaoxiang
貢禹彈冠	gongyutanguan
貧嘴薄舌	pinzuiboshe
貧居鬧市無人問，富在深山有遠親	pinjunaoshiwurenwen,fuzaishenshanyouyuanqin
貧無立錐之地	pinwulizhuizhidi
貧血	pinxie
貧血病	pinxiebing
貨卜	huobu
貨幣供給額	huobigongjie
貨郎兒	huolangr
貨郎擔兒	huolangdanr
貨郎擔兒	huolangdar
貪便宜	tanpianyi
貪冒	tanmo
貪冒榮寵	tanmorongchong
貪多嚼不爛	tanduojiaobulan
貪小便宜	tanxiaopianyi
貪榮冒寵	tanrongmochong
貪生惡死	tanshengwusi
貫手著棼	guanshouzhuofen
責躬省過	zegongxingguo
貳臣傳	erchenzhuan
貳車	erju
貴价	guijie
貴冠履，忘頭足	guiguan,luwangtouzu
貴地	guidi
買一個，饒一個	maiyige,raoyige
買櫝還珠	maiduhuanzhu
買賣三兒	maimaisanr
買賣三兒	maimaisar
買金偏撞不著賣金的	maijinpianzhuangbuzhaomaijinde
費勁	feijing
貼兒	tier
賁張	benzhang
賁石	benshi
賁育	benyu
賁賁	benben
賁門	benmen
賅括	gaigua
資產重估	zichanchonggu
賈人	guren
賈人渡河	gurenduhe
賈似道	jiasidao
賈儈	gukuai
賈儒商秀	gurushangxiu
賈利	guli
賈勇	guyong
賈客	guke
賈怨	guyuan
賈禍	guhuo
賈胡	guhu
賈舶	gubo
賈豎	gushu
賈豎子	gushuzi
賊害	zehai
賊沒種，只怕哄	zeimeizhong,zhipahong
賊虐	zenue
賊話兒	zeihuar
賑給	zhenji
賜予	siyu
賜假	sijia
賜光	siguang
賜卹	sixu
賜名	siming
賜告	sigao
賜姓	sixing
賜宴	siyan
賜履	silu
賜帛	sibo
賜復	sifu
賜教	sijiao
賜死	sisi
賜爵	sijue
賜環	sihuan
賜示	sishi
賜福	sifu
賜紫	sizi
賜酺	sifu
賜顧	sigu
賞賜	shangsi
賢否不明	xianpibuming
賢姊	xianjie
賢從	xianzong
賣串兒	maichuanr
賣串兒	maichuar
賣卜	maibu
賣卜測字	maibucezi
賣卦口，沒量斗	maiguakoumeiliangdou
賣呆兒	maidair
賣呆兒	maidar
賣嚷嚷兒	mairangrangr
賣富差貧	maifuchaipin
賣弄玄虛	mailongxuanxu
賣查梨	maizhali
賣瓜子兒開廂子打嚏噴	maiguazerkaixiangzidatifen
賣瓜子兒開廂子打嚏噴	maiguazirkaixiangzidatifen
賣胳臂	maigebei
賣荳腐點了河灘地	maidoufudianlehetandi
賣豬仔	maizhuzai
賣長舌	maichangshe
質地	zhidi
質的	zhidi
賭色	dushai
賴詞兒	laicer
賴詞兒	laicir
賺哄	zuanhong
賺弄	zuannong
賺漏	zuanlou
賺騙	zuanpian
賽普勒斯	saipulesi
賽普勒斯共和國	saipulesigongheguo
賽璐玢	sailufen
贈遺	zengwei
贏縮	yingsu
赤口上天，白舌入地	chikoushangtian,bosherudi
赤口白舌	chikouboshe
赤地	chidi
赤地千里	chidiqianli
赤嵌樓	chikanlou
赤血丹心	chixiedanxin
赤血鹽	chixieyan
赤身露體	chishenlouti
赤鯶公	chihungong
赫塞	hese
赫柏定律	hebodinglu
赭衣塞路	zheyiselu
走了和尚走不了廟	zouleheshangzoubuliaomiao
走了大褶兒	zouledazher
走味兒	zouweir
走味兒	zouwer
走百病	zoubobing
走神兒	zoushenr
走神兒	zousher
走道兒	zoudaor
走黑道兒的	zouheidaorde
起勁	qijing
起圈	qijuan
起根兒	qigenr
起根兒	qiger
起根立地	qigenlidi
起死人，肉白骨	qisiren,roubaigu
起水頭兒	qishuitour
趁亮兒	chenliangr
趁熟	chenshou
趁腳兒蹻	chenjiaorqiao
趁貨兒	chenhuor
趄坡兒	qiepor
超三界外，不在五行中	chaosanjiewai,buzaiwuxingzhong
超級三○一條款	chaojisanlingyitiaokuan
趕一會兒	ganyihuer
趕一會兒	ganyihuir
趕情兒	ganqingr
趕明兒	ganmingr
趕活兒	ganhuor
趕熱腳兒	ganrejiaor
趕空兒	gankongr
趕網兒	ganwangr
趕著增福神著棍打	ganzhezengfushenzhaogunda
趕趟兒	gantangr
趙衰	zhaocui
趣兒	qur
趫踔	qiaozhuo
足了十人	zuliaoshiren
足履實地	zulushidi
足恭	jugong
足癬	zuxian
足踏實地	zutashidi
趵趵	bobo
趿拉兒	talar
趿拉板兒	talabanr
趿拉板兒	talabar
跅弛	tuoshi
跌窨	dieyin
跑不了	paobuliao
跑了和尚跑不了廟	paoleheshangpaobuliaomiao
跑兒	paor
跑堂兒的	paotangrde
跑道兒	paodaor
跑馬賣解	paomamaixie
跑馬走解	paomazouxie
跕班	tieban
跕跕	diedie
跕鳶之悟	dieyuanzhiwu
跖蹻	zhijiao
跛倚	biyi
跛立箕坐	bilijizuo
距塞	juse
跟兒	genr
跟兒	ger
跟尾兒	genweir
跟尾兒	genwer
跡地	jidi
跨行	kuahang
跨院兒	kuayuanr
跨院兒	kuayuar
路上行人口似碑	lushangxingrenkousibei
路兒	lur
路竹	luzhuxiang
路見不平，也有向燈向火	lujianbuping,yeyouxiangdengxianghuo
路見不平，拔刀相助	lujianbuping,badaoxiangzhu
路見不平，拔刀相助	lujianbupingbadaoxiangzhu
路見不平，拔劍相助	lujianbuping,bajianxiangzhu
路遙知馬力，事久見人心	luyaozhimali,shijiujianrenxin
路遙知馬力，日久見人心	luyaozhimali,rijiujianrenxin
路遙知馬力，日久見人心	luyaozhimalirijiujianrenxin
跳傀儡	tiaokuilei
跳咯噔兒	tiaogedengr
跳天撅地	tiaotianjuedi
跳天索地	tiaotiansuodi
跳枝兒	tiaozher
跳枝兒	tiaozhir
跳行	tiaohang
跴緝	caiqi
跴蹻	caiqiao
跼天蹐地	jutianjidi
踆踆	qunqun
踏地	tadi
踏地知根	tadizhigen
踏小板凳兒糊險道神	taxiaobandengrhuxiandaoshen
踏浪兒	talangr
踏鈸	taba
踏高蹻	tagaoqiao
踔厲風發	zhuolifengfa
踔絕	zhuojue
踢踢躂躂	tititata
踢躂	tita
踢躂舞	titawu
踩高蹻	caigaoqiao
踳落	chunluo
踳駁	chunbo
踵決肘見	zhongjuezhouxian
踶跂	zhiqi
踸踔	chenzhuo
蹇吃	jianji
蹇味兒	jianweir
蹇味兒	jianwer
蹊徑	xijing
蹊田奪牛	xitianduoniu
蹊要	xiyao
蹊蹺	xiqiao
蹋皮兒	tapir
蹐地跼天	jidijutian
蹙眉長歎	cumeichangtan
蹢躅	zhizhu
蹣跚	manshan
蹦兒	bengr
蹦兒亮	bengrliang
蹦蹦兒	bengbengr
蹦蹦兒戲	bengbengrxi
蹦躂	bengta
蹭兒戲	cengrxi
蹭邊兒	cengbianr
蹭邊兒	cengbiar
蹶角	juejue
蹺敧	qiaoqi
蹺蹊	qiaoxi
蹻勇	jiaoyong
蹻工	qiaogong
蹻捷	jiaojie
蹻足	qiaozu
蹻跖	jiaozhi
蹻蹻	jiaojiao
躡景	nieying
躡景追飛	nieyingzhuifei
躧一頭兒，撬一頭兒	xiyitour,qiaoyitour
躧匾稱鉈	xibianchengtuo
躪藉	linjie
身在江海，心馳魏闕	shenzaijianghai,xinchiweique
身子骨兒	shenzigur
身懷六甲	shenhuailujia
身毒	juandu
身長	shenchang
躬先表率	gongxianbiaoshuai
躬自菲薄	gongzifeibo
躲一棒槌，挨一榔頭	duoyibangchui,aiyilangtou
躲不了	duobuliao
躲了雷公，遇了霹靂	duoleleigong,yulepili
躲猾兒	duohuar
車人	juren
車份兒	chefenr
車份兒	chefer
車右	juyou
車同軌，書同文	chetonggui,shutongwen
車士	jushi
車殆馬煩	judaimafan
車笠之盟	julizhimeng
車行	chehang
車裂	julie
車轍	cheche
車長	chechang
車馬人兒	chemarenr
車馬人兒	chemarer
車駕	jujia
車騎	juji
軋一腳	gayijiao
軋姘頭	gapintou
軋戲	gaxi
軋支票	gazhipiao
軋然	garan
軋輥	zhagun
軋進	gajin
軋鋼	zhagang
軋鋼機	zhagangji
軋頭寸	gatoucun
軌轍	guiche
軍不血刃	junbuxieren
軍事基地	junshijidi
軍來將敵，水來土堰	junlaijiangdi,shuilaituyan
軍樂	junyue
軍樂隊	junyuedui
軒檻	xuanjian
軒裳	xuanchang
軟和	ruanhuo
軟怯怯	ruanqueque
軟磨兒	ruanmor
軟調脾	ruantiaopi
軟體銀行	ruantiyinhang
軸艫千里	zhuluqianli
較勁	jiaojing
較勁兒	jiaojier
較勁兒	jiaojinr
較真兒	jiaozhenr
較真兒	jiaozher
較短量長	jiaoduanliangchang
較著	jiaozhu
輔車相依	fujuxiangyi
輔車脣齒	fujuchunchi
輕口薄舌	qingkouboshe
輕嘴薄舌	qingzuiboshe
輕徭薄稅	qingyaoboshui
輕徭薄賦	qingyaobofu
輕浪浮薄	qinglangfubo
輕率	qingshuai
輕薄	qingbo
輕薄無知	qingbowuzhi
輕薄無行	qingbowuxing
輕裝簡從	qingzhuangjianzong
輕車	qingju
輕車介士	qingjujieshi
輕車熟路	qingjushoulu
輕車熟路	qingjushulu
輕車簡從	qingjujianzong
輕音樂	qingyinyue
輕騎	qingji
輘轢	lingli
輚輅	zhanlu
輝長岩	huichangyan
輩行	beihang
輩輩兒	beibeir
輩輩兒	beiber
輪兒	luer
輪兒	lunr
輪囷	lunjun
輪鎗拽步	lunqiangyebu
輸血	shuxie
輸贏無定，報應分明	shuyingwuding,baoyingfenming
輿地	yudi
輿地廣記	yudiguangji
輿地志	yudizhi
輿從	yuzong
輿謣	yuxu
轂轆兒	gulur
轄地	xiadi
轇轕	jiuge
轉死溝壑	zhuansigouhuo
轉花兒	zhuanhuar
轉行	zhuanhang
轉轍	zhuanche
轉轍器	zhuancheqi
轉關兒	zhuanguanr
轉關兒	zhuanguar
轍亂旗靡	cheluanqimi
轍兒	zher
轍環天下	chehuantianxia
轍跡	cheji
轍鮒	chefu
轍鮒之急	chefuzhiji
轟的	hongdi
轡勒	peile
辛螫	xinzhe
辟世	bishi
辟人之士	birenzhishi
辟召	bizhao
辟君三舍	bijunsanshe
辟命	biming
辟地	bidi
辟廱	biyong
辟引	biyin
辟惡	bie
辟支佛	pizhifo
辟易	biyi
辟書	bishu
辟淫	biyin
辟舉	biju
辟色	bise
辟芷	bizhi
辟言	biyan
辟邏	biluo
辟邪	bixie
辟雍	biyong
辣瓣兒醬	labanrjiang
辣瓣兒醬	labarjiang
辦差	banchai
辨給	bianji
辭給	ciji
辯給	bianji
辱沒	rumo
農地	nongdi
農地改革	nongdigaige
農地重劃	nongdichonghua
迆涎	yiyan
迋迋	guangguang
迎阿	yinge
迎頭兒	yingtour
迎風搖曳	yingfengyaoyi
近似	jinsi
近似值	jinsizhi
近朱者赤，近墨者黑	jinzhuzhechi,jinmozhehei
近朱者赤，近墨者黑	jinzhuzhechijinmozhehei
近鄉情怯	jinxiangqingque
返景	fanying
返本還原	fanbenhuanyuan
返老還童	fanlaohuantong
返躬內省	fangongneixing
迦陵頻伽	jialingpinqie
迷溜沒亂	miliumoluan
迷留沒亂	miliumoluan
迸兒焦	bengrjiao
迸豆兒	bengdour
追緝	zhuiqi
退怯怯	tuiqueque
退省	tuixing
退身步兒	tuishenbur
退還	tuihuan
送佛送到西天	songfosongdaoxitian
送君千里，終須一別	songjunqianli,zhongxuyibie
送還	songhuan
逃北	taobo
逐朝每日	zhuzhaomeiri
逕路兒	jinglur
逗橈	dounao
這些兒	zhexier
這個當兒	zhegedangr
這兒	zher
這塊兒	zhekuair
這塊兒	zhekuar
這忽兒	zhehur
這搭兒	zhedar
這會兒	zhehuer
這會兒	zhehuir
這會兒	zhehuir　
這步田地	zhebutiandi
這溜兒	zheliur
這當兒	zhedangr
這的	zhedi
這的是	zhedishi
這陣兒	zhezhenr
這陣兒	zhezher
這麼點兒	zhemedianr
這麼點兒	zhemediar
通侻	tongtuo
通塞	tongse
通天徹地	tongtianchedi
通宿	tongxiu
通眉長爪	tongmeichangzhua
通緝	tongqi
通緝令	tongqiling
通緝犯	tongqifan
通都大邑	tongdudayi
逛道兒	guangdaor
逞著勁兒	chengzhejier
逞著勁兒	chengzhejinr
速賜康	susikang
造車合轍	zaojuhezhe
逢山開路，遇水填橋	fengshankailu,yushuitianqiao
逢逢	pengpeng
連卷	lianquan
連屬	lianzhu
連朝接夕	lianzhaojiexi
連氣兒	lianqir
連營畫角	lianyinghuajue
連軸兒轉	lianzhourzhuan
逮逮	didi
進可替不	jinketifou
進可替否	jinketipi
逴躒	chuoluo
逼勒	bile
遊覽勝地	youlanshengdi
遊說	youshui
遊遊磨磨兒	youyoumomor
遊騎	youji
遊騎無歸	youjiwugui
運用之妙，在於一心	yunyongzhimiao,zaiyuyixin
運用之妙，存乎一心	yunyongzhimiao,cunhuyixin
運籌帷幄之中，決勝千里之外	yunchouweiwozhizhong,jueshengqianlizhiwai
遍及	pianji
遍地	biandi
遍地荒旱	biandihuanghan
遍地開花	biandikaihua
過了這個村兒，沒這個店兒	guolezhegecuer,meizhegediar
過了這個村兒，沒這個店兒	guolezhegecunr,meizhegedianer
過兒	guor
過年兒	guonianr
過年兒	guoniar
過得著	guodezhao
過江之鯽	guojiangzhiji
過節兒	guojier
過自菲薄	guozifeibo
過門兒	guomenr
過門兒	guomer
遐邇著聞	xiaerzhuwen
遒勁	qiujing
道三不著兩	daosanbuzhaoliang
道不了	daobuliao
道不同，不相為謀	daobutong,buxiangweimou
道不同，不相為謀	daobutongbuxiangweimou
道傍李	daopangli
道傍苦李	daopangkuli
道兒	daor
道冠兒	daoguanr
道冠兒	daoguar
道在屎溺	daozaishiniao
道地	daodi
道範長昭	daofanchangzhao
道著	daozhao
道藏	daozang
道行	daohang
道路用地	daoluyongdi
道道地地	daodaodidi
道高一尺，魔高一丈	daogaoyichi,mogaoyizhang
道高一尺，魔高一丈	daogaoyichimogaoyizhang
遙地裡	yaodili
遛彎兒	liuwanr
遛彎兒	liuwar
遛早兒	liuzaor
遛食兒	liusher
遛食兒	liushir
遠圖長慮	yuantuchanglu
遠在天邊，近在眼前	yuanzaitianbian,jinzaiyanqian
遠水救不了近火	yuanshuijiubuliaojinhuo
遠渡重洋	yuanduchongyang
遠處誇稱，近方賣弄	yuanchukuacheng,jinfangmainong
適孫	disun
遮天蓋地	zhetiangaidi
遮沒	zhemo
遲明	zhiming
遲賓之館	zhibinzhiguan
遷都	qiandu
選佛場	xuanfochang
遺書	weishu
遺著	yizhu
遼東白豕	liaodongboshi
避其銳氣，擊其惰歸	biqiruiqi,jiqiduogui
避地	bidi
避暑勝地	bishushengdi
避貓鼠兒似的	bimaoshurside
邀勒	yaole
還丹	huandan
還了得	hailiaode
還以顏色	huanyiyanse
還來	huanlai
還俗	huansu
還債	huanzhai
還價	huanjia
還元返本	huanyuanfanben
還券	huanquan
還原	huanyuan
還原劑	huanyuanji
還原反應	huanyuanfanying
還原焰	huanyuanyan
還嘴	huanzui
還報	huanbao
還嬰	huanying
還席	huanxi
還帳	huanzhang
還忌	huanji
還性	huanxing
還惺	huanxing
還我河山	huanwoheshan
還手	huanshou
還擊	huanji
還政	huanzheng
還本	huanben
還淳反樸	huanchunfanpu
還淳返樸	huanchunfanpu
還珠合浦	huanzhuhepu
還珠買櫝	huanzhumaidu
還珠返璧	huanzhufanbi
還目	huanmu
還禮	huanli
還童返少	huantongfanshao
還童返老	huantongfanlao
還翰	huanhan
還言	huanyan
還辟	huanbi
還都	huandu
還鄉	huanxiang
還錢	huanqian
還陽	huanyang
還願	huanyuan
還飆	huanbiao
還首	huanshou
還魂	huanhun
還魂記	huanhunji
還魂起死	huanhunqisi
邊卡	bianqia
邊地	biandi
邊皮兒	bianpir
邊騎	bianji
邋邋	lielie
邏摣兒	luozhar
邏輯閘	luojijia
邏逤檀	luoshatan
邏騎	luoji
邢侗	xingtong
那不勒斯	nabulesi
那個貓兒不吃腥	nagemaorbuchixing
那借	nuojie
那兒	nar
那動	nuodong
那哈兒	nahar
那堝兒	naguor
那樁兒	nazhuangr
那步	nuobu
那溜兒	naliur
那當兒	nadangr
那話兒	nahuar
那頭兒	natour
那麼點兒	namedianr
那麼點兒	namediar
邪呼	yehu
邪許	yehu
邪道兒	xiedaor
邱壑	qiuhuo
邳縣	peixian
邳邳	peipei
郁郁青青	yuyujingjing
郃陽縣	geyangxian
郇廚	xunchu
郎潛白髮	langqianbofa
郗鑒	chijian
郢都	yingdu
部勒	bule
部從	buzong
部派佛教	bupaifojiao
郵差	youchai
都中	duzhong
都中紙貴	duzhongzhigui
都人士	durenshi
都來	dulai
都保	dubao
都俞吁咈	duyuxufu
都嚕	dulu
都坑	dukeng
都城	ducheng
都大	duda
都子	duzi
都寺	dusi
都市	dushi
都市之肺	dushizhifei
都市化	dushihua
都市家具	dushijiaju
都市病	dushibing
都市美容師	dushimeirongshi
都市計畫	dushijihua
都府	dufu
都把勢	dubashi
都抹	dumo
都料匠	duliaojiang
都會	duhui
都會區	duhuiqu
都會文學	duhuiwenxue
都柏林	dubolin
都根主兒	dugenzhur
都江堰	dujiangyan
都督	dudu
都管	duguan
都纂	duzuan
都試	dushi
都講	dujiang
都護	duhu
都轄	duxia
都邑	duyi
都都摸摸	dudumomo
都都磨磨	dudumomo
都鄙	dubi
都鄙有章	dubiyouzhang
都門	dumen
都雅	duya
都頭	dutou
都馬調	dumadiao
都鬼	dugui
鄉村音樂	xiangcunyinyue
鄉鎮市調解委員會	xiangzhenshitiaojieweiyuanhui
鄙薄	bibo
鄧艾吃	dengaiji
鄭文焯	zhengwenzhuo
鄰國之壑	linguozhihuo
鄰國為壑	linguoweihuo
鄰居好，一片寶	linjuhao,yipianbao
酆都	fengdu
酈食其	liyiji
配搭兒	peidar
配樂	peiyue
配給	peiji
配給制度	peijizhidu
配給品	peijipin
配給票	peijipiao
配線系統接地	peixianxitongjiedi
配角	peijue
配角	peijue　
酒不醉人人自醉，色不迷人人自迷	jiubuzuirenrenzizui,sebumirenrenzimi
酒亂性，色迷人	jiuluan,xingsemiren
酒地花天	jiudihuatian
酒生兒	jiushengr
酒逢知己千鍾少，話不投機半句多	jiufengzhijiqianzhongshao,huabutoujibanjuduo
酒食地獄	jiushidiyu
酖酖	dandan
酘一酘	touyitou
酥酪	suluo
酪乳	luoru
酪奴	luonu
酪梨	luoli
酪漿	luojiang
酪素	luosu
酪蛋白	luodanbai
酪農	luonong
酪農業	luonongye
酪酥	luosu
酪酸	luosuan
酬酢	chouzuo
酵母	xiaomu
酵母菌	xiaomujun
酵素	xiaosu
酵素毒	xiaosudu
酷似	kusi
酸凝酪	suanningluo
酸甜兒	suantianr
酸甜兒	suantiar
酸酪乳	suanluoru
醉咧咧兒	zuilielier
醉貓兒	zuimaor
醒世姻緣傳	xingshiyinyuanzhuan
醜地	choudi
醜媳婦總得要見公婆	chouxifuzongdeiyaojiangongpo
醫卜星相	yibuxingxiang
醫療給付	yiliaojifu
醭兒	bur
醱酵	poxiao
醱酵乳	poxiaoru
醱醅	popei
采地	caidi
采緝	caiqi
采蘋	caipin
采蘭贈芍	cailanzengshuo
釋藏	shizang
釋迦佛也惱下蓮臺	shijiafoyenaoxialiantai
重三	chongsan
重三疊四	chongsandiesi
重世	chongshi
重九	chongjiu
重九登高	chongjiudenggao
重作馮婦	chongzuofengfu
重侍下	chongshixia
重修	chongxiu
重修舊好	chongxiujiuhao
重傷	chongshang
重光	chongguang
重光累洽	chongguangleixia
重出	chongchu
重創	chongchuang
重劃	chonghua
重午	chongwu
重印	chongyin
重卵	chongluan
重合	chonghe
重名	chongming
重唱	chongchang
重圍	chongwei
重地	zhongdi
重壁	chongbi
重奏	chongzou
重婚	chonghun
重孫	chongsun
重孫女	chongsunnu
重孫媳	chongsunxi
重屋	chongwu
重山	chongshan
重巖疊嶂	chongyandiezhang
重幃	chongwei
重建	chongjian
重張	chongzhang
重慶	chongqing
重慶市	chongqingshi
重戴	chongdai
重拍	chongpai
重拾舊歡	chongshijiuhuan
重振	chongzhen
重振旗鼓	chongzhenqigu
重振雄風	chongzhenxiongfeng
重播	chongbo
重操舊業	chongcaojiuye
重整	chongzheng
重整人	chongzhengren
重整旗鼓	chongzhengqigu
重文	chongwen
重新	chongxin
重新做人	chongxinzuoren
重明	chongming
重根	chonggen
重樓	chonglou
重樣兒	chongyangr
重檐	chongyan
重沓	chongta
重泉	chongquan
重洋	chongyang
重淵	chongyuan
重溟	chongming
重溫舊夢	chongwenjiumeng
重溫舊業	chongwenjiuye
重演	chongyan
重熙	chongxi
重熙累洽	chongxileixia
重版	chongban
重犯	chongfan
重現	chongxian
重現江湖	chongxianjianghu
重環紋	chonghuanwen
重瓣胃	chongbanwei
重生	chongsheng
重生父母	chongshengfumu
重生爺娘	chongshengyeniang
重申	chongshen
重疊	chongdie
重睹天日	chongdutianri
重瞳	chongtong
重穎	chongying
重組	chongzu
重編本國語辭典	chongbianbenguoyucidian
重繭	chongjian
重置價格	chongzhijiage
重羅麵	chongluomian
重考	chongkao
重耳	chonger
重聚	chongju
重臺	chongtai
重舌	chongshe
重華	chonghua
重華宮	chonghuagong
重落	chongluo
重裀列鼎	chongyinlieding
重裀疊褥	chongyindieru
重複	chongfu
重複課稅	chongfukeshui
重見天日	chongjiantianri
重見複出	chongjianfuchu
重規疊矩	chongguidieju
重規累矩	chongguileiju
重規襲矩	chongguixiju
重親	chongqin
重言	chongyan
重譯	chongyi
重讀	chongdu
重貼現率	chongtiexianlu
重賞之下，必有勇夫	zhongshangzhixia,biyouyongfu
重赴鹿鳴	chongfuluming
重足側目	chongzucemu
重足而立	chongzuerli
重趼	chongjian
重蹈覆轍	chongdaofuche
重軒	chongxuan
重辦	chongban
重返	chongfan
重逢	chongfeng
重重	chongchong
重重疊疊	chongchongdiedie
重重落落	chongchongluoluo
重門	chongmen
重門擊柝	chongmenjituo
重門深鎖	chongmenshensuo
重閨	chonggui
重闈	chongwei
重關	chongguan
重阻	chongzu
重陰	chongyin
重陽	chongyang
重陽日	chongyangri
重陽木	chongyangmu
重陽節	chongyangjie
重霄	chongxiao
重霤	chongliu
重黎	chongli
野乘	yesheng
野地	yedi
野意兒	yeyer
野意兒	yeyir
野莩	yepiao
野雞戴皮帽兒	yejidaipimaor
野食兒	yesher
野食兒	yeshir
量匙	liangchi
量大福也大，機深禍亦深	liangdafuyeda,jishenhuoyishen
量小非君子，無毒不丈夫	liangxiaofeijunzi,wudubuzhangfu
量度	liangduo
量時度力	liangshiduoli
金三事兒	jinsansher
金三事兒	jinsanshir
金勒	jinle
金命水命，走投無命	jinmingshuiming,zoutouwuming
金戈鐵騎	jingetieji
金日磾	jinmidi
金湯匙	jintangchi
金玉其外，敗絮其中	jinyuqiwai,baixuqizhong
金玉其外，敗絮其中	jinyuqiwaibaixuqizhong
金玉其外，敗絮其內	jinyuqiwaibaixuqinei
金翅擘海	jinchibohai
金都	jindu
金鈿	jindian
金鏤玉衣	jinluyuyi
金鐘兒	jinzhongr
釕銱兒	liaodiaor
釘耙	dingpa
釘齒耙	dingchipa
針尖兒	zhenjianr
針尖兒	zhenjiar
針針見血	zhenzhenjianxie
針鼻兒	zhenbir
釣遊舊地	diaoyoujiudi
釵腳漏痕	chaijuelouhen
釿鍔	yine
鈒鏤	jilou
鈞天廣樂	juntianguangyue
鈞天樂	juntianyue
鈿合	dianhe
鈿尺	dianchi
鈿帶	diandai
鈿朵	dianduo
鈿盒	dianhe
鈿箏	dianzheng
鈿粟	diansu
鈿螺	dianluo
鈿車	dianche
鈿頭雲篦	diantouyunbi
鉅著	juzhu
鉗且	qianju
鉚接	maojie
鉚釘	maoding
鉤勒	goule
鉤心鬥角	gouxindoujiao　
鉤心鬥角	gouxindoujue
鉤校	goujiao
鉻酸鉀	gesuanjia
鉻鋼	gegang
銀三事挑牙兒	yinsanshitiaoyar
銀揲子	yinshezi
銀牌兒	yinpair
銀牌兒	yinpar
銀行	yinhang
銀行利害關係人	yinhanglihaiguanxiren
銀行券	yinhangquan
銀行團	yinhangtuan
銀行對帳單	yinhangduizhangdan
銀行貸款	yinhangdaikuan
銀行體系資金	yinhangtixizijin
銀質沉著	yinzhichenzhuo
銅山西崩，洛鐘東應	tongshanxibeng,luozhongdongying
銅斗兒	tongdour
銅斗兒家緣	tongdourjiayuan
銅管樂器	tongguanyueqi
銅管樂隊	tongguanyuedui
銅臭	tongxiu
銅臭味	tongxiuwei
銅鈸	tongba
銍艾	zhiyi
銖兩悉稱	zhuliangxichen
銖銖校量	zhuzhujiaoliang
銚子	diaozi
銜勒	xianle
銷差	xiaochai
銼削	cuoxiao
鋁鎂齊	lumeiji
鋌而走險	tingerzouxian
鋤地	chudi
鋪天蓋地	putiangaidi
鋪眼兒	puyanr
鋪眼兒	puyar
鋪胸納地	puxiongnadi
鋪蓋捲兒	pugaijuanr
鋪蓋捲兒	pugaijuar
鋼琴二重奏	gangqinerchongzou
錁子	kezi
錕鋙	kunwu
錢不露白	qianbuloubai
錢兒癬	qianrxian
錢兒癬	qiarxian
錢到公事辦，火到豬頭爛	qiandaogongshiban,huodaozhutoulan
錢板兒	qianbanr
錢板兒	qianbar
錦還	jinhuan
錨地	maodi
錯縫兒	cuofengr
錯繆	cuomiu
錯置	cuzhi
錶殼兒	biaoker
鍋圈兒	guoquanr
鍋圈兒	guoquar
